"hasTarget","CAS.nummer","EC.Nummer","Stofnaam_IUPAC","CLP_Aanwezig","SVHC_Aanwezig","Restrict_Aanwezig","POP_Aanwezig","OSPAR_Aanwezig","WFD_Aanwezig","Gewas_Aanwezig","Biociden_Aanwezig"
"","4/04/7632","231-556-4","perboric acid (HBO(O2)), sodium salt, monohydrate|sodium peroxoborate|[containing < 0,1 % (w/w) of particles with an aerodynamic diameter of below 50 µm]|[containing = 0,1 % (w/w) of particles with an aerodynamic diameter of below 50 µm]|perboric acid (HB",1,0,0,0,0,0,0,0
"","40722-80-3","429-740-6","(2-chloroethyl)(3-hydroxypropyl)ammonium chloride",1,0,0,0,0,0,0,0
"","4/08/3349","222-102-6","nickel(II) propionate",1,0,0,0,0,0,0,0
"","4/10/2781","220-481-2","dibutyltin bis(2-ethylhexanoate)",1,0,0,0,0,0,0,0
"","41184-65-0","","1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-, neodymium(3+) salt (3:1)",0,1,0,1,0,0,0,0
"","41234-07-5","","Nonanoic acid, lead salt",0,0,1,0,0,1,0,0
"","41242-12-0","","1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-, yttrium(3+) salt (3:1)",0,1,0,1,0,0,0,0
"","413615-35-7 ","","Benthiavalicarb",0,0,0,0,0,0,1,0
"","4149-60-4","","perfluorononan-1-oic acid ammonium salt",1,1,0,0,0,0,0,0
"","41996-37-6","","Arsenic chloride (AsCl2)",0,0,1,0,0,0,0,0
"","421555-73-9","","Sulfonium, (thiodi-4,1-phenylene)bis[diphenyl-, salt with 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonic acid (1:2)",0,1,0,1,0,0,0,0
"","421555-74-0","","Iodonium, bis[4-(1,1-dimethylpropyl)phenyl]-, salt with 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonic",0,1,0,1,0,0,0,0
"","425670-70-8","","Sulfonium, tris[4-(1,1-dimethylethyl)phenyl]-, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonate (1:1)",0,1,0,1,0,0,0,0
"","42739-61-7","255-924-9","Bis[2,3-bis(hydroxyimino)-N-(2-methoxyphenyl)butyramidato]nickel",0,0,1,0,0,1,0,0
"","437-15-0","207-111-5","Tritylium hexafluoroarsenate",0,0,1,0,0,0,0,0
"","47726-62-5","256-331-8","[[2,2'-(4,8-dichlorobenzo[1,2-d:4,5-d']bisoxazole-2,6-diyl)bis[4,6-dichlorophenolato]](2-)]nickel",0,0,1,0,0,1,0,0
"","486-67-9","207-637-5","Mersalyl acid",0,0,0,0,0,1,0,0
"","492-18-2","207-748-9","Mersalyl",0,0,0,0,0,1,0,0
"","49540-00-3","627-708-8","Mercury(II) trifluoromethanesulfonate",0,0,0,0,0,1,0,0
"","501953-51-1","","Phosphoric acid,compounds,nickel(2+) zinc salt (2:1:2) tetrahydrate",0,0,1,0,0,1,0,0
"","502-39-6","207-935-5","1-cyano-3-(methylmercurio)guanidine",0,0,0,0,0,1,0,0
"","503155-89-3","","morpholinium perfluorobutanesulfonate",0,1,0,0,0,0,0,0
"","50648-02-7","256-679-0","Bis[N,N-bis(carboxymethyl)glycinato(3-)]tricadmium",0,0,1,0,0,1,0,0
"","507453-86-3","","magnesium perfluorobutanesulfonate",0,1,0,0,0,0,0,0
"","5/07/6804","229-879-0","carbadox (INN)|methyl 3-(quinoxalin-2-ylmethylene)carbazate 1,4-dioxide|2-(methoxycarbonylhydrazonomethyl)quinoxaline 1,4-dioxide",1,0,0,0,0,0,0,0
"","5/09/7789","232-143-1","ammonium dichromate",1,0,0,0,0,0,0,0
"","51317-24-9","257-133-4","Nitroresorcinol, lead salt",0,0,1,0,0,1,0,0
"","51404-69-4","257-175-3","Acetic acid, lead salt, basic",0,1,1,0,0,1,0,0
"","51467-07-3","","Nickel(2++), hexaammine-, dihydroxide, (OC-6-11)-",0,0,1,0,0,1,0,0
"","515-43-5","","Benzenesulfonic acid, 4-hydroxy-3,5-diiodo-, mercury(2+) salt (1:1)",0,0,0,0,0,1,0,0
"","51595-71-2","","Thiodimercury(I)",0,0,0,0,0,1,0,0
"","51868-24-7","","2',4',5',7'-Tetrabromofluorescein lead salt",0,0,1,0,0,1,0,0
"","51899-02-6","","Lead chromate sulfate (Pb9(CrO4)5(SO4)4)",0,0,1,0,0,1,0,0
"","520-10-5","208-285-5","Trisodium 2-(-hydrogen arsonatophenylazo)-1,8-dihydroxynaphthalene-3,6-disulphonate",0,0,1,0,0,0,0,0
"","52080-60-1","257-645-8","Octadecanoic acid, lead(2+) salt, tribasic",0,0,1,0,0,1,0,0
"","521947-27-3","","4-(1,1,5-Trimethylhexyl)phenol",0,1,0,0,0,0,0,0
"","52337-73-2","","Benzoic acid, 2-methyl-, lead(2+) salt",0,0,1,0,0,1,0,0
"","52610-81-8","258-044-3","Bis(diethyldithiocarbamato-S,S')nickel",0,0,1,0,0,1,0,0
"","53010-52-9","","Mercury(2+), bis(2,4,6-tri-2-pyridinyl-1,3,5-triazine-N1,N2,N6)-, (OC-6-1'2)-",0,0,0,0,0,1,0,0
"","53113-58-9","","Plumbate(1-), [N,N-bis(carboxymethyl)glycinato(3-)-N,O,O',O'']-, sodium, (T-4)-",0,0,1,0,0,1,0,0
"","53199-85-2","","Nickel(1+), [1-[2-amino-4-(imino-κN)-5(4H)-thiazolylidene]-N-[1-[2-amino-4-(imino-κN)-5(4H)-thiazolylidene]-1H-isoindol-3-yl-κN]-1H-isoindol-3-aminato-κN2]-, chloride (1:1)",0,0,1,0,0,1,0,0
"","53404-69-6","","phenylmercuric carbonate",0,0,0,0,0,1,0,0
"","53404-70-9","","phenylmercuric monoethanol ammonium lactate",0,0,0,0,0,1,0,0
"","53517-98-9","","1-Propanaminium,N,N,N-trimethyl-3- [(2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluoro-1-oxooctyl) amino]-, chloride (1:1)|1-Propanaminium,N,N,N-trimethyl-3- [(2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluoro-1-oxooctyl) amino]-, chloride (1:1)",0,0,0,1,0,0,0,0
"","53807-64-0","258-787-3","Phosphonic acid, lead salt, basic",0,0,1,0,0,1,0,0
"","53826-13-4","","Dodecanoic acid, 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-heneicosafluoro-|Dodecanoic acid, 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-heneicosafluoro-",0,0,0,1,0,0,0,0
"","54058-01-4","","Arsonic acid, monoammonium salt",0,0,1,0,0,0,0,0
"","54129-03-2","","[N-(2-methylphenyl) benzenesulfone amidate-N] phenyl mercury",0,0,0,0,0,1,0,0
"","54295-90-8","259-075-5","Tetrakis(acetato-O)[μ4-(3',6'-dihydroxy-3-oxospiro[isobenzofuran-1(3H),9'-[9H]xanthene]-2',4',5',7'-tetrayl)]tetramercury",0,0,0,0,0,1,0,0
"","54359-92-1","","Mercurate(1-), methylthioxo-",0,0,0,0,0,1,0,0
"","55060-82-7","","(T-4)-Tetrakis(3-methyl-1H-pyrazole-kappaN(2))cadmium(2+) monosulfate",0,0,0,0,0,1,0,0
"","55425-74-6","","Cadmium trichloride 1 sodium",0,0,1,0,0,1,0,0
"","5571-36-8","427-230-8","cyclic 3-(1,2-ethanediylacetale)-estra-5(10),9(11)-diene-3,17-dione",1,0,0,0,0,0,0,0
"","56240-91-6","","9H-Carbazole, 9-(triphenylplumbyl)-",0,0,1,0,0,1,0,0
"","56240-92-7","","1H-Indole, 1-(triphenylplumbyl)-",0,0,1,0,0,1,0,0
"","56240-93-8","","1H-Pyrrole, 1-(triphenylplumbyl)-",0,0,1,0,0,1,0,0
"","562-95-8","","Acetic acid, fluoro-, triethyllead salt",0,0,1,0,0,1,0,0
"","56450-43-2","","Zinc arsenide",0,0,1,0,0,0,0,0
"","56557-00-7","260-258-7","Bis[2,4-dihydro-5-methyl-4-(1-oxodecyl)-2-phenyl-3H-pyrazol-3-onato-O,O']nickel",0,0,1,0,0,1,0,0
"","57142-78-6","260-590-2","[phthalato(2-)]oxodilead",0,0,1,0,0,1,0,0
"","57363-77-6","","Mercury, compound with sodium (4:1)",0,0,0,0,0,1,0,0
"","5822-97-9","","phenylmercuric monoethanol ammonium acetate",0,0,0,0,0,1,0,0
"","58274-53-6","","Benzoic acid, 4-methyl-, lead(2+) salt",0,0,1,0,0,1,0,0
"","58339-34-7","261-218-1","Cadmium sulfoselenide red",0,0,1,0,0,1,0,0
"","588-66-9","","mercury phenate",0,0,0,0,0,1,0,0
"","5903-10-6","","Mercury, methyl(propanoato-O)-",0,0,0,0,0,1,0,0
"","5964-71-6","624-087-5","Tetraethylammonium tetrachloronickelate(II)",0,0,1,0,0,1,0,0
"","60168-33-4","","Arsenous acid, iron(3+) salt (1:1)",0,0,1,0,0,0,0,0
"","60646-36-8","","Arsenic trichloride",0,0,1,0,0,0,0,0
"","60871-84-3","663-776-5","NICKEL(II) TRIFLUOROMETHANESULFONATE",0,0,1,0,0,1,0,0
"","60953-19-7","","Gallium arsenic phosphide",0,0,1,0,0,0,0,0
"","6107-83-1","629-552-6","2-hydroxypropane-1,2,3-tricarboxylate|lead(2+)|trihydrate",0,0,1,0,0,1,0,0
"","6107-93-3","","Lead, bis(2-hydroxybenzoato-O1,O2)-, monohydrate, (T-4)-",0,0,1,0,0,1,0,0
"","610800-34-5","","Perfluorohexylperfluorooctyl phosphinate|Perfluorohexylperfluorooctyl phosphinate",0,0,0,1,0,0,0,0
"","61092-77-1","","Sulfuric acid, nickel(2+) salt (1:1), tetrahydrate",0,0,1,0,0,1,0,0
"","61129-40-6","262-618-9","Barium di-μ-chlorotetrachlorodicadmate(2-)",0,0,1,0,0,1,0,0
"","61219-26-9","262-667-6","Trimanganese arsenide",0,0,1,0,0,0,0,0
"","61300-98-9","262-703-0","Hydrogen [3,4-bis[[(2-hydroxy-1-naphthyl)methylene]amino]benzoato(3-)-N3,N4,O3,O4]nickelate(1-)",0,0,1,0,0,1,0,0
"","61436-04-2","","Heptanoic acid, 2,2,3,3,4,4,5,5,6,7,7,7-dodecafluoro-6-(trifluoromethyl)-, iron salt (1:x)|Heptanoic acid, 2,2,3,3,4,4,5,5,6,7,7,7-dodecafluoro-6-(trifluoromethyl)-, iron salt (1:x)",0,0,0,1,0,0,0,0
"","61462-16-6","","Strontium arsenide (SrAs3)",0,0,1,0,0,0,0,0
"","61571-06-0","407-330-8","tetrahydrothiopyran-3-carboxaldehyde",1,0,0,0,0,0,0,0
"","61725-51-7","262-934-7","Nickel, 3-[(4-chlorophenyl)azo]-4-hydroxy-2(1H)-quinolinone complex",0,0,1,0,0,1,0,0
"","61788-52-1","262-983-4","Naphthenic acids, lead manganese salts",0,0,1,0,0,1,0,0
"","61788-53-2","262-985-5","Fatty acids, tall-oil, lead manganese salts",0,0,1,0,0,1,0,0
"","61788-54-3","262-986-0","Fatty acids, tall-oil, lead salts",0,0,1,0,0,1,0,0
"","61788-71-4","263-000-1","Naphthenic acids, nickel salts",0,0,1,0,0,1,0,0
"","61789-28-4","263-047-8","Creosote oil|[A complex combination of hydrocarbons obtained by the distillation of coal tar. It consists primarily of aromatic hydrocarbons and may contain appreciable quantities of tar acids and tar bases. It distills at the approximate range of 200°C t",1,0,1,0,0,0,0,0
"","61789-34-2","263-053-0","Naphthenic acids, cadmium salts",0,0,1,0,0,1,0,0
"","61789-50-2","","Naphthenic acid, cobalt lead manganese salt",0,0,1,0,0,1,0,0
"","61789-60-4","263-072-4","Pitch",1,0,0,0,0,0,0,0
"","61790-14-5","263-109-4","Naphthenic acids, lead salts",0,0,1,0,0,1,0,0
"","61867-68-3","","Naphthalenesulfonic acid, dinonyl-, lead(2+) salt",0,0,1,0,0,1,0,0
"","62037-80-3","","ammonium 2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)propanoate",0,1,0,0,0,0,0,0
"","62451-77-8","263-548-1","Bis(o-acetoxybenzoato)lead",0,0,1,0,0,1,0,0
"","62702-52-7","","Tripotassium arsenate 3/2hydrate",0,0,1,0,0,0,0,0
"","63400-07-7","","UNDECANSAEURE-PB(II)-SALZ",0,0,1,0,0,1,0,0
"","63400-08-8","","Nonanoic acid, lead(2+) salt",0,0,1,0,0,1,0,0
"","63549-47-3","264-306-8","Di(acetato-O)anilinemercury",0,0,0,0,0,1,0,0
"","63588-33-0","264-338-2","Tetrapotassium [[[nitrilotris(methylene)]tris[phosphonato]](6-)]nickelate(4-)",0,0,1,0,0,1,0,0
"","63640-18-6","264-377-5","Potassium [N,N-bis(carboxymethyl)glycinato(3-)-N,O,O',O'']nickelate(1-)",0,0,1,0,0,1,0,0
"","64491-92-5","264-920-6","Hydrogen [metasilicato(2-)-O](2-methoxyethyl)mercurate(1-)",0,0,0,0,0,1,0,0
"","6465-71-0","","4-(heptan-4-yl)phenol",0,1,0,0,0,0,0,0
"","6465-74-3","","4-(heptan-3-yl)phenol",0,1,0,0,0,0,0,0
"","64681-08-9","265-010-1","(S)-dichloro[2-[[(2,3-dihydroxypropoxy)hydroxyphosphinyl]oxy]triethylmethylammoniumato]cadmium",0,0,1,0,0,1,0,0
"","64696-98-6","265-022-7","[2,3'-bis[[(2-hydroxyphenyl)methylene]amino]but-2-enedinitrilato(2-)-N2,N3,O2,O3]nickel",0,0,1,0,0,1,0,0
"","64741-41-9","265-041-0","Naphtha (petroleum), heavy straight-run|Low boiling point naphtha|[A complex combination of hydrocarbons produced by distillation of crude oil. It consists of hydrocarbons having carbon numbers predominantly in the range of C<sub>6</sub> through C<sub>12",1,0,0,0,0,0,0,0
"","64741-42-0","265-042-6","Naphtha (petroleum), full-range straight-run|Low boiling point naphtha|[A complex combination of hydrocarbons produced by distillation of crude oil. It consists of hydrocarbons having carbon numbers predominantly in the range of C<sub>4</sub> through C<s",1,0,0,0,0,0,0,0
"","64741-45-3","265-045-2","Residues (petroleum), atm. tower|Heavy Fuel oil|[A complex residuum from the atmospheric distillation of crude oil. It consists of hydrocarbons having carbon numbers predominantly greater than C<sub>20</sub> and boiling above approximately 350 °C (662 °F)",1,0,0,0,0,0,0,0
"","64741-46-4","265-046-8","Naphtha (petroleum), light straight-run|Low boiling point naphtha|[A complex combination of hydrocarbons produced by distillation of crude oil. It consists predominantly of aliphatic hydrocarbons having carbon numbers predominantly in the range of C<sub>",1,0,0,0,0,0,0,0
"","64741-47-5","265-047-3","Natural gas condensates (petroleum)|Low boiling point naphtha - unspecified|[A complex combination of hydrocarbons separated as a liquid from natural gas in a surface separator by retrograde condensation. It consists mainly of hydrocarbons having carbon ",1,0,0,0,0,0,0,0
"","64741-48-6","265-048-9","Natural gas (petroleum), raw liq. mix|Low boiling point naphtha - unspecified|[A complex combination of hydrocarbons separated as a liquid from natural gas in a gas recycling plant by processes such as refrigeration or absorption. It consists mainly of s",1,0,0,0,0,0,0,0
"","64741-50-0","265-051-5","Distillates (petroleum), light paraffinic|Unrefined or mildly refined baseoil|[A complex combination of hydrocarbons produced by vacuum distillation of the residuum from atmospheric distillation of crude oil. It consists of hydrocarbons having carbon numb",1,0,0,0,0,0,0,0
"","64741-51-1","265-052-0","Distillates (petroleum), heavy paraffinic|Unrefined or mildly refined baseoil|[A complex combination of hydrocarbons produced by vacuum distillation of the residuum from atmospheric distillation of crude oil. It consists of hydrocarbons having carbon numb",1,0,0,0,0,0,0,0
"","64741-52-2","265-053-6","Distillates (petroleum), light naphthenic|Unrefined or mildly refined baseoil|[A complex combination of hydrocarbons produced by vacuum distillation of the residuum from atmospheric distillation of crude oil. It consists of hydrocarbons having carbon numb",1,0,0,0,0,0,0,0
"","64741-53-3","265-054-1","Distillates (petroleum), heavy naphthenic|Unrefined or mildly refined baseoil|[A complex combination of hydrocarbons produced by vacuum distillation of the residuum from atmospheric distillation of crude oil. It consists of hydrocarbons having carbon numb",1,0,0,0,0,0,0,0
"","64741-54-4","265-055-7","Naphtha (petroleum), heavy catalytic cracked|Low boiling point cat-cracked naphtha|[A complex combination of hydrocarbons produced by a distillation of products from a catalytic cracking process. It consists of hydrocarbons having carbon numbers predomin",1,0,0,0,0,0,0,0
"","64741-55-5","265-056-2","Naphtha (petroleum), light catalytic cracked|Low boiling point cat-cracked naphtha|[A complex combination of hydrocarbons produced by the distillation of products from a catalytic cracking process. It consists of hydrocarbons having carbon numbers predom",1,0,0,0,0,0,0,0
"","64741-57-7","265-058-3","Gas oils (petroleum), heavy vacuum|Heavy Fuel oil|[A complex combination of hydrocarbons produced by the vacuum distillation of the residuum from atmospheric distillation of crude oil. It consists of hydrocarbons having carbon numbers predominantly in the",1,0,0,0,0,0,0,0
"","64741-59-9","265-060-4","Distillates (petroleum), light catalytic cracked|Cracked gasoil|[A complex combination of hydrocarbons produced by the distillation of products from a catalytic cracking process. It consists of hydrocarbons having carbon numbers predominantly in the range",1,0,0,0,0,0,0,0
"","64741-60-2","265-062-5","Distillates (petroleum), intermediate catalytic cracked|Cracked gasoil|[A complex combination of hydrocarbons produced by the distillation of products from a catalytic cracking process. It consists of hydrocarbons having carbon numbers predominantly in th",1,0,0,0,0,0,0,0
"","64741-61-3","265-063-0","Distillates (petroleum), heavy catalytic cracked|Heavy Fuel oil|[A complex combination of hydrocarbons produced by the distillation of products from a catalytic cracking process. It consists of hydrocarbons having carbon numbers predominantly in the range",1,0,0,0,0,0,0,0
"","64741-62-4","265-064-6","Clarified oils (petroleum), catalytic cracked|Heavy Fuel oil|[A complex combination of hydrocarbons produced as the residual fraction from distillation of the products from a catalytic cracking process. It consists of hydrocarbons having carbon numbers pr",1,0,0,0,0,0,0,0
"","64741-63-5","265-065-1","Naphtha (petroleum), light catalytic reformed|Low boiling point cat-reformed naphtha|[A complex combination of hydrocarbons produced from the distillation of products from a catalytic reforming process. It consists of hydrocarbons having carbon numbers p",1,0,0,0,0,0,0,0
"","64741-64-6","265-066-7","Naphtha (petroleum), full-range alkylate|Low boiling point modified naphtha|[A complex combination of hydrocarbons produced by distillation of the reaction products of isobutane with monoolefinic hydrocarbons usually ranging in carbon numbers from C<sub>3",1,0,0,0,0,0,0,0
"","64741-65-7","265-067-2","Naphtha (petroleum), heavy alkylate|Low boiling point modified naphtha|[A complex combination of hydrocarbons produced by distillation of the reaction products of isobutane with monoolefinic hydrocarbons usually ranging in carbon numbers from C<sub>3</sub",1,0,0,0,0,0,0,0
"","64741-66-8","265-068-8","Naphtha (petroleum), light alkylate|Low boiling point modified naphtha|[A complex combination of hydrocarbons produced by distillation of the reaction products of isobutane with monoolefinic hydrocarbons usually ranging in carbon numbers from C<sub>3</sub",1,0,0,0,0,0,0,0
"","64741-67-9","265-069-3","Residues (petroleum), catalytic reformer fractionator|Heavy Fuel oil|[A complex combination of hydrocarbons produced as the residual fraction from distillation of the product from a catalytic reforming process. It consists of predominantly aromatic hydroc",1,0,0,0,0,0,0,0
"","64741-68-0","265-070-9","Naphtha (petroleum), heavy catalytic reformed|Low boiling point cat-reformed naphtha|[A complex combination of hydrocarbons produced from the distillation of products from a catalytic reforming process. It consists of predominantly aromatic hydrocarbons ",1,0,0,0,0,0,0,0
"","64741-69-1","265-071-4","Naphtha (petroleum), light hydrocracked|Low boiling naphtha - unspecified|[A complex combination of hydrocarbons from distillation of the products from a hydrocracking process. It consists predominantly of saturated hydrocarbons having carbon numbers pre",1,0,0,0,0,0,0,0
"","64741-70-4","265-073-5","Naphtha (petroleum), isomerization|Low boiling point modified naphtha|[A complex combination of hydrocarbons obtained from catalytic isomerization of straight chain paraffinic C<sub>4</sub> through C<sub>6</sub> hydrocarbons. It consists predominantly of",1,0,0,0,0,0,0,0
"","64741-74-8","265-075-6","Naphtha (petroleum), light thermal cracked|Low boiling point thermally cracked naphtha|[A complex combination of hydrocarbons from distillation of products from a thermal cracking process. It consists predominantly of unsaturated hydrocarbons having carb",1,0,0,0,0,0,0,0
"","64741-75-9","265-076-1","Residues (petroleum), hydrocracked|Heavy Fuel oil|[A complex combination of hydrocarbons produced as the residual fraction from distillation of the products of a hydrocracking process. It consists of hydrocarbons having carbon numbers predominantly greate",1,0,0,0,0,0,0,0
"","64741-76-0","265-077-7","Distillates (petroleum), heavy hydrocracked|Baseoil - unspecified|[A complex combination of hydrocarbons from the distillation of the products from a hydrocracking process. It consists predominantly of saturated hydrocarbons having carbon numbers in the r",1,0,0,0,0,0,0,0
"","64741-78-2","265-079-8","Naphtha (petroleum), heavy hydrocracked|Low boiling point naphtha - unspecified|[A complex combination of hydrocarbons from distillation of the products from a hydrocracking process. It consists predominantly of saturated hydrocarbons having carbon numbe",1,0,0,0,0,0,0,0
"","64741-80-6","265-081-9","Residues (petroleum), thermal cracked|Heavy Fuel oil|[A complex combination of hydrocarbons produced as the residual fraction from distillation of the product from a thermal cracking process. It consists predominantly of unsaturated hydrocarbons having ca",1,0,0,0,0,0,0,0
"","64741-81-7","265-082-4","Distillates (petroleum), heavy thermal cracked|Heavy Fuel oil|[A complex combination of hydrocarbons from the distillation of the products from a thermal cracking process. It consists predominantly of unsaturated hydrocarbons having carbon numbers predomi",1,0,0,0,0,0,0,0
"","64741-82-8","265-084-5","Distillates (petroleum), light thermal cracked|Cracked gasoil|[A complex combination of hydrocarbons from the distillation of the products from a thermal cracking process. It consists predominantly of unsaturated hydrocarbons having carbon numbers predomi",1,0,0,0,0,0,0,0
"","64741-83-9","265-085-0","Naphtha (petroleum), heavy thermal cracked|Low boiling point thermally cracked naphtha|[A complex combination of hydrocarbons from distillation of the products from a thermal cracking process. It consists predominantly of unsaturated hydrocarbons having ",1,0,0,0,0,0,0,0
"","64741-84-0","265-086-6","Naphtha (petroleum), solvent-refined light|Low boiling point modified naphtha|[A complex combination of hydrocarbons obtained as the raffinate from a solvent extraction process. It consists predominantly of aliphatic hydrocarbons having carbon numbers pr",1,0,0,0,0,0,0,0
"","64741-86-2","265-088-7","Distillates (petroleum), sweetened middle|Gasoil - unspecified|[A complex combination of hydrocarbons obtained by subjecting a petroleum distillate to a sweetening process to convert mercaptans or to remove acidic impurities. It consists of hydrocarbons h",1,0,0,0,0,0,0,0
"","64741-87-3","265-089-2","Naphtha (petroleum), sweetened|Low boiling point naphtha - unspecified|[A complex combination of hydrocarbons obtained by subjecting a petroleum naphtha to a sweetening process to convert mercaptans or to remove acidic impurities. It consists of hydrocar",1,0,0,0,0,0,0,0
"","64741-88-4","265-090-8","Distillates (petroleum), solvent-refined heavy paraffinic|Baseoil - unspecified|[A complex combination of hydrocarbons obtained as the raffinate from a solvent extraction process. It consists predominantly of saturated hydrocarbons having carbon numbers p",1,0,0,0,0,0,0,0
"","64741-89-5","265-091-3","Distillates (petroleum), solvent-refined light paraffinic|Baseoil - unspecified|[A complex combination of hydrocarbons obtained as the raffinate from a solvent extraction process. It consists predominantly of saturated hydrocarbons having carbon numbers p",1,0,0,0,0,0,0,0
"","64741-90-8","265-092-9","Gas oils (petroleum), solvent-refined|Gasoil - unspecified|[A complex combination of hydrocarbons obtained as the raffinate from a solvent extraction process. It consists predominantly of aliphatic hydrocarbons having carbon numbers predominantly in the r",1,0,0,0,0,0,0,0
"","64741-91-9","265-093-4","Distillates (petroleum), solvent-refined middle|Gasoil - unspecified|[A complex combination of hydrocarbons obtained as the raffinate from a solvent extraction process. It consists predominantly of aliphatic hydrocarbons having carbon numbers predominantl",1,0,0,0,0,0,0,0
"","64741-92-0","265-095-5","Naphtha (petroleum), solvent-refined heavy|Low boiling point modified naphtha|[A complex combination of hydrocarbons obtained as the raffinate from a solvent extraction process. It consists predominantly of aliphatic hydrocarbons having carbon numbers pr",1,0,0,0,0,0,0,0
"","64741-95-3","265-096-0","Residual oils (petroleum), solvent deasphalted|Baseoil - unspecified|[A complex combination of hydrocarbons obtained as the solvent soluble fraction from C<sub>3</sub>-C<sub>4</sub> solvent deasphalting of a residuum. It consists of hydrocarbons having ca",1,0,0,0,0,0,0,0
"","64741-96-4","265-097-6","Distillates (petroleum), solvent-refined heavy naphthenic|Baseoil - unspecified|[A complex combination of hydrocarbons obtained as the raffinate from a solvent extraction process. It consists of hydrocarbons having carbon numbers predominantly in the rang",1,0,0,0,0,0,0,0
"","64741-97-5","265-098-1","Distillates (petroleum), solvent-refined light naphthenic|Baseoil - unspecified|[A complex combination of hydrocarbons obtained as the raffinate from a solvent extraction process. It consists of hydrocarbons having carbon numbers predominantly in the rang",1,0,0,0,0,0,0,0
"","64742-01-4","265-101-6","Residual oils (petroleum,) solvent-refined|Baseoil - unspecified|[A complex combination by hydrocarbons obtained as the solvent insoluble fraction from solvent refining of a residuum using a polar organic solvent such as phenol or furfural. It consists of",1,0,0,0,0,0,0,0
"","64742-03-6","265-102-1","Extracts (petroleum), light naphthenic distillate solvent",1,0,0,0,0,0,0,0
"","64742-04-7","265-103-7","Extracts (petroleum), heavy paraffinic distillate solvent",1,0,0,0,0,0,0,0
"","64742-05-8","265-104-2","Extracts (petroleum), light paraffinic distillate solvent",1,0,0,0,0,0,0,0
"","64742-11-6","265-111-0","Extracts (petroleum), heavy naphthenic distillate solvent",1,0,0,0,0,0,0,0
"","64742-12-7","265-112-6","Gas oils (petroleum), acid-treated|Gasoil - unspecified|[A complex combination of hydrocarbons obtained as a raffinate from a sulfuric acid treating process. It consists of hydrocarbons having carbon numbers predominantly in the range of C<sub>13</sub> th",1,0,0,0,0,0,0,0
"","64742-13-8","265-113-1","Distillates (petroleum), acid-treated middle|Gasoil - unspecified|[A complex combination of hydrocarbons obtained as a raffinate from a sulfuric acid treating process. It consists of hydrocarbons having carbon numbers predominantly in the range of C<sub>1",1,0,0,0,0,0,0,0
"","64742-14-9","265-114-7","Distillates (petroleum), acid-treated light|Gasoil - unspecified|[A complex combination of hydrocarbons obtained as a raffinate from a sulfuric acid treating process. It consists of hydrocarbons having carbon numbers predominantly in the range of C<sub>9<",1,0,0,0,0,0,0,0
"","64742-15-0","265-115-2","Naphtha (petroleum), acid-treated|Low boiling point naphtha - unspecified|[A complex combination of hydrocarbons obtained as a raffinate from a sulfuric acid treating process. It consists of hydrocarbons having carbon numbers predominantly in the range o",1,0,0,0,0,0,0,0
"","64742-18-3","265-117-3","Distillates (petroleum), acid-treated heavy naphthenic|Unrefined or mildly refined baseoil|[A complex combination of hydrocarbons obtained as a raffinate from a sulfuric acid treating process. It consists of hydrocarbons having carbon numbers predominantl",1,0,0,0,0,0,0,0
"","64742-19-4","265-118-9","Distillates (petroleum), acid-treated light naphthenic|Unrefined or mildly refined baseoil|[A complex combination of hydrocarbons obtained as a raffinate from a sulfuric acid treating process. It consists of hydrocarbons having carbon numbers predominantl",1,0,0,0,0,0,0,0
"","64742-20-7","265-119-4","Distillates (petroleum), acid-treated heavy paraffinic|Unrefined or mildly refined baseoil|[A complex combination of hydrocarbons obtained as a raffinate from a sulfuric acid process. It consists predominantly of saturated hydrocarbons having carbon numbe",1,0,0,0,0,0,0,0
"","64742-21-8","265-121-5","Distillates (petroleum), acid-treated light paraffinic|Unrefined or mildly refined baseoil|[A complex combination of hydrocarbons obtained as a raffinate from a sulfuric acid treating process. It consists predominantly of saturated hydrocarbons having car",1,0,0,0,0,0,0,0
"","64742-22-9","265-122-0","Naphtha (petroleum), chemically neutralized heavy|Low boiling point naphtha - unspecified|[A complex combination of hydrocarbons produced by a treating process to remove acidic materials. It consists of hydrocarbons having carbon numbers predominantly in",1,0,0,0,0,0,0,0
"","64742-23-0","265-123-6","Naphtha (petroleum), chemically neutralized light|Low boiling point naphtha - unspecified|[A complex combination of hydrocarbons produced by a treating process to remove acidic materials. It consists of hydrocarbons having carbon numbers predominantly in",1,0,0,0,0,0,0,0
