"hasTarget","CAS.nummer","EC.Nummer","Stofnaam_IUPAC","CLP_Aanwezig","SVHC_Aanwezig","Restrict_Aanwezig","POP_Aanwezig","OSPAR_Aanwezig","WFD_Aanwezig","Gewas_Aanwezig","Biociden_Aanwezig"
"HGQLHJKUTPHXCY-UHFFFAOYSA-N","4476-04-4","224-754-7","Cadmium sebacate",0,0,1,0,0,1,0,0
"HGTUYERPXVWNDK-UHFFFAOYSA-N","16035-39-5","","Plumbane, (4-azidobutyl)triphenyl-",0,0,1,0,0,1,0,0
"HGUFODBRKLSHSI-UHFFFAOYSA-N","1746-01-6","","dibenzo(b,e)(1,4)dioxin, 2,3,7,8- tetrachloro-",0,0,0,0,1,1,0,0
"HHCUBIIYLQMHJR-UHFFFAOYSA-L","23621-79-6","245-788-9","3,5,5-trimethylhexanoic acid, lead salt",0,0,1,0,0,1,0,0
"HHFFMQYLIFJTOA-UHFFFAOYSA-M","421-09-0","","(Trifluoromethyl)mercuric bromide",0,0,0,0,0,1,0,0
"HIVLDXAAFGCOFU-UHFFFAOYSA-N","12124-99-1","235-184-3","Ammonium hydrogen sulphide",0,0,1,0,0,0,0,0
"HJGFQVHOOSSOME-UHFFFAOYSA-L","34303-23-6","251-927-4","Cadmium didocosanoate",0,0,1,0,0,1,0,0
"HJIQVKXMQOLFFS-UHFFFAOYSA-N","1330-43-4","215-540-4","disodium tetraborate, anhydrous",1,0,0,0,0,0,0,0
"HKEDNNONOKONNF-UHFFFAOYSA-N","19398-13-1","","propanoic acid, 2-(2,4,5- trichlorophenoxy)-, 2-butoxyethyl ester",0,0,0,0,1,0,0,0
"HKVZSUVXWDIIQC-UHFFFAOYSA-N","73941-35-2","","Imidazole, 2,4,5-tribromo-, cadmium salt (2:1)",0,0,0,0,0,1,0,0
"HLBLWEWZXPIGSM-UHFFFAOYSA-N","101-80-4","202-977-0","4,4'-oxydianiline and its salts|<i>p</i>-aminophenyl ether",1,1,0,0,0,0,0,0
"HLCSDJLATUNSSI-JXMROGBWSA-N","5146-66-7","225-918-0","3,7-dimethylocta-2,6-dienenitrile",1,0,0,0,0,0,0,0
"HLPPLCMMZDXCQN-UHFFFAOYSA-L","12558-92-8","","2-[2-[carboxylatomethyl(carboxymethyl)amino]ethyl-(carboxymethyl)amino]acetate|mercury(2+)",0,0,0,0,0,1,0,0
"HLXZNVUGXRDIFK-UHFFFAOYSA-N","52013-44-2","610-765-8","Nickel, compound with Titanium (1:1)",0,0,1,0,0,1,0,0
"HMMGMWAXVFQUOA-UHFFFAOYSA-N","556-67-2","209-136-7","Octamethylcyclotetrasiloxane",0,1,1,0,0,0,0,0
"HNLXNOZHXNSSPN-UHFFFAOYSA-N","2497-59-8","219-682-8","20-[4-(1,1,3,3-tetramethylbutyl)phenoxy]-3,6,9,12,15,18-hexaoxaicosan-1-ol",0,1,0,0,0,0,0,0
"HOKKPVIRMVDYPB-UHFFFAOYSA-N","111988-49-9","601-147-9","thiacloprid (ISO)|(Z)-3-(6-chloro-3-pyridylmethyl)-1,3-thiazolidin-2-ylidenecyanamide|{(2Z)-3-[(6-chloropyridin-3-yl)methyl]-1,3-thiazolidin-2-ylidene}cyanamide",1,0,0,0,0,0,0,0
"HOPRIFATEWRIEO-YSKRITFZSA-J","2602-46-2","220-012-1","tetrasodium 3,3'-[[1,1'-biphenyl]-4,4'-diylbis(azo)]bis[5-amino-4-hydroxynaphthalene-2,7-disulphonate]|C.I. Direct Blue 6",1,0,0,0,0,0,0,0
"HOQPTLCRWVZIQZ-UHFFFAOYSA-H","14450-60-3","238-432-9","Citric acid, lead salt",0,0,1,0,0,1,0,0
"HOUDIAKCTRMSHT-UHFFFAOYSA-L","79849-02-8","","2-[carboxylatomethyl(carboxymethyl)amino]acetate|lead(2+)",0,0,1,0,0,1,0,0
"HOXINJBQVZWYGZ-UHFFFAOYSA-N","13356-08-6","","distannoxane, hexakis(2-methyl-2- phenylpropyl)-",0,0,0,0,1,0,0,0
"HPBDNFXBBNDIIU-UHFFFAOYSA-N","27177-03-3","248-292-0","20-(nonylphenoxy)-3,6,9,12,15,18-hexaoxaicosan-1-ol",0,1,0,0,0,0,0,0
"HPDCIDJYJVKFCL-UHFFFAOYSA-N","59643-44-6","","Mercury, methyl(2-methylpropyl)-",0,0,0,0,0,1,0,0
"HPOWMHUJHHIQGP-UHFFFAOYSA-L","13927-77-0","237-696-2","Nickel bis(dibutyldithiocarbamate)",0,0,1,0,0,1,0,0
"HPSNPQBFMPYUOD-UHFFFAOYSA-N","21436-97-5","","2,4,5-trimethylaniline hydrochloride ",1,0,0,0,0,0,0,0
"HPYNBECUCCGGPA-UHFFFAOYSA-N","105024-66-6","405-020-7","(4-ethoxyphenyl)(3-(4-fluoro-3-phenoxyphenyl)propyl)dimethylsilane",1,0,0,0,0,0,0,0
"HQABUPZFAYXKJW-UHFFFAOYSA-N","109-73-9","203-699-2","butylamine",1,0,0,0,0,0,0,0
"HQJQYILBCQPYBI-UHFFFAOYSA-N","92-86-4","202-198-6","4,4'-dibromobiphenyl",0,0,1,0,0,0,0,0
"HQUQLFOMPYWACS-UHFFFAOYSA-N","115-96-8","204-118-5","tris(2-chloroethyl)phosphate",1,1,0,0,0,0,0,0
"HRPVXLWXLXDGHG-UHFFFAOYSA-N","79-06-1","201-173-7","acrylamide|prop-2-enamide",1,1,1,0,0,0,0,0
"HRQGCQVOJVTVLU-UHFFFAOYSA-N","542-88-1","208-832-8","bis(chloromethyl) ether|oxybis(chloromethane)",1,0,0,0,0,0,0,0
"HRQQEXIVBZHHOQ-UHFFFAOYSA-N","26264-02-8","247-555-7","14-(nonylphenoxy)-3,6,9,12-tetraoxatetradecan-1-ol",0,1,0,0,0,0,0,0
"HRYZWHHZPQKTII-UHFFFAOYSA-N","75-00-3","200-830-5","chloroethane",1,0,0,0,0,0,0,0
"HSAJRDKFYZAGLU-UHFFFAOYSA-M","13932-02-0","","Mercurous perchlorate",0,0,0,0,0,1,0,0
"HSDAJNMJOMSNEV-UHFFFAOYSA-N","501-53-1","207-925-0","benzyl chloroformate",1,0,0,0,0,0,0,0
"HSDJWNJDPDJOEV-UHFFFAOYSA-N","423-50-7","","1-hexanesulfonyl fluoride, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-",0,0,0,0,1,0,0,0
"HSMVPDGQOIQYSR-UHFFFAOYSA-N","68694-11-1","614-708-8","triflumizole (ISO)| (1E)-N-[4-chloro-2-(trifluoromethyl)phenyl]-1-(1H-imidazol-1-yl)-2-propoxyethanimine",1,0,0,0,0,0,0,0
"HSNHKPGAPVRKQV-MIIBGCIDSA-M","27605-30-7","248-559-1","[2-ethylhexyl hydrogen maleato-O']phenylmercury",0,0,0,0,0,1,0,0
"HSTOKWSFWGCZMH-UHFFFAOYSA-N","91-95-2","202-110-6","biphenyl-3,3',4,4'-tetrayltetraamine|diaminobenzidine",1,0,0,0,0,0,0,0
"HSUIVCLOAAJSRE-UHFFFAOYSA-N","117-82-8","204-212-6","bis(2-methoxyethyl) phthalate",1,1,0,0,0,0,0,0
"HTDIUWINAKAPER-UHFFFAOYSA-N","593-88-4","209-815-8","Trimethylarsine",0,0,1,0,0,0,0,0
"HTENFZMEHKCNMD-UHFFFAOYSA-N","4378-61-4","","dibenzo[def,mno]chrysene-6,12-dione, 4,10-dibromo-",0,0,0,0,1,0,0,0
"HTIBWOLWHSSZSM-UHFFFAOYSA-N","12187-14-3","235-357-3","Dicadmium niobate",0,0,1,0,0,1,0,0
"HTLPAEWBUABNNS-UHFFFAOYSA-L","25481-21-4","247-019-2","Dihydrogen [[N,N'-ethylenebis[N-(carboxymethyl)glycinato]](4-)-N,N',O,O',ON,ON']nickelate(2-)",0,0,1,0,0,1,0,0
"HTRNHWBOBYFTQF-UHFFFAOYSA-N","41604-19-7","","1,1'-biphenyl, 4-bromo-2-fluoro-",0,0,0,0,1,0,0,0
"HTSABAUNNZLCMN-UHFFFAOYSA-F","12002-03-8","601-658-7","Copper acetoarsenite",0,0,1,0,0,0,0,0
"HTUMBQDCCIXGCV-UHFFFAOYSA-N","68411-78-9","270-148-0","Lead oxide (PbO), lead-contg.",0,0,1,0,0,1,0,0
"HTVITOHKHWFJKO-UHFFFAOYSA-N","77-40-7","201-025-1","4,4'-(1-methylpropylidene)bisphenol",0,1,0,0,0,0,0,0
"HTXBTSLONDERBI-UHFFFAOYSA-L","1785-43-9","","Ethanethiolmercury chloride",0,0,0,0,0,1,0,0
"HUBWRAMPQVYBRS-UHFFFAOYSA-N","13246-32-7","236-227-9","o-phenylenebis(dimethylarsine)",0,0,1,0,0,0,0,0
"HUFHNYZNTFSKCT-UHFFFAOYSA-N","1691-99-2","","1-octanesulfonamide, N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-",0,0,0,0,1,0,0,0
"HUKPVYBUJRAUAG-UHFFFAOYSA-N","82-05-3","","7H-benz[de]anthracen-7-one",0,0,0,0,1,0,0,0
"HUMNYLRZRPPJDN-UHFFFAOYSA-N","100-52-7","202-860-4","benzaldehyde",1,0,0,0,0,0,0,0
"HUTAIGWLQIUEPI-UHFFFAOYSA-N","7790-85-4","232-226-2","Cadmium wolframate",0,0,1,0,0,1,0,0
"HUTDDBSSHVOYJR-UHFFFAOYSA-H","16040-38-3","","Phosphoric acid, lead salt",0,0,1,0,0,1,0,0
"HUTDDBSSHVOYJR-UHFFFAOYSA-H","7446-27-7","231-205-5","trilead bis(orthophosphate)",1,0,1,0,0,1,0,0
"HUTUFXVJEDIPSX-UHFFFAOYSA-K","25461-53-4","247-008-2","Diammonium aquapentachlororuthenate",0,0,1,0,0,0,0,0
"HUWXDEQWWKGHRV-UHFFFAOYSA-N","91-94-1","202-109-0","3,3'-dichlorobenzidine|3,3'-dichlorobiphenyl-4,4'-ylenediamine",1,0,0,0,1,0,0,0
"HVWXRMINOYZYCK-UHFFFAOYSA-N","2043-54-1","218-054-0","1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10-henicosafluoro-12-iodododecane",0,0,0,1,0,0,0,0
"HVZJRWJGKQPSFL-UHFFFAOYSA-N","994-05-8","213-611-4","2-methoxy-2-methylbutane|<i>tert</i>-amyl methyl ether",1,0,0,0,0,0,0,0
"HWMTUNCVVYPZHZ-UHFFFAOYSA-N","587-85-9","209-606-1","Diphenylmercury",0,0,0,0,0,1,0,0
"HWSZZLVAJGOAAY-UHFFFAOYSA-L","13931-84-5","","Lead chloride (PbCl)",0,0,1,0,0,1,0,0
"HWSZZLVAJGOAAY-UHFFFAOYSA-L","7758-95-4","231-845-5","Lead dichloride",0,0,1,0,0,1,0,0
"HWXOCCNUUYRBKP-UHFFFAOYSA-J","14099-12-8","237-949-7","Mercury dipotassium tetrathiocyanate",0,0,0,0,0,1,0,0
"HWXOCCNUUYRBKP-UHFFFAOYSA-J","592-85-8","209-773-0","Mercury dithiocyanate",0,0,0,0,0,1,0,0
"HXIMOFPTQQRALB-UHFFFAOYSA-Q","13815-31-1","621-084-0","Vanadate(3-), hexafluoro-, triammonium salt",0,0,1,0,0,0,0,0
"HXJIYMKUTJCNFT-UHFFFAOYSA-N","13814-59-0","237-480-8","Cadmium selenite",0,0,1,0,0,1,0,0
"HXJUTPCZVOIRIF-UHFFFAOYSA-N","126-33-0","204-783-1","tetrahydrothiophene-1,1-dioxide|sulpholane",1,0,0,0,0,0,0,0
"HXWHIGAHMKKVBV-UHFFFAOYSA-M","335-93-3","206-402-4","Silver(1+) perfluorooctanoate",0,0,0,1,0,0,0,0
"HXYLKKGRIDSMFL-UHFFFAOYSA-N","140-20-5","","Mercury, (3-((((3-carboxy-1-oxopropyl)amino)carbonyl)amino)-2-methoxypropyl)hydroxy-",0,0,0,0,0,1,0,0
"HYPOXTZKXREAOY-UHFFFAOYSA-M","4386-35-0","224-498-6","Meralein sodium",0,0,0,0,0,1,0,0
"HYZLLJKTXYYLDT-UHFFFAOYSA-N","65455-72-3","","3,6,9,12,15,18,21,24,27-Nonaoxanonacosan-1-ol, 29-(isononylphenoxy)-",0,1,0,0,0,0,0,0
"HZPNKQREYVVATQ-UHFFFAOYSA-L","15843-02-4","239-946-6","formic acid, nickel salt",1,0,1,0,0,1,0,0
"HZPNKQREYVVATQ-UHFFFAOYSA-L","3349-06-2","222-101-0","Nickel diformate",0,0,1,0,0,1,0,0
"IAKHMKGGTNLKSZ-INIZCTEOSA-N","64-86-8","200-598-5","colchicine",1,0,0,0,0,0,0,0
"IANUJLZYFUDJIH-UHFFFAOYSA-N","142459-58-3","","Flufenacet",0,0,0,0,0,0,1,0
"IAYPIBMASNFSPL-UHFFFAOYSA-N","75-21-8","200-849-9","ethylene oxide|oxirane",1,0,0,0,0,0,0,0
"IBEWQQXACSADKT-UHFFFAOYSA-N","94159-83-8","303-264-8","1-[[3-(dimethylamino)propyl]amino]-4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,13,13,13-icosafluoro-12-(trifluoromethyl)tridecan-1-ol",0,0,0,1,0,0,0,0
"IBOFVQJTBBUKMU-UHFFFAOYSA-N","101-14-4","202-918-9","2,2'-dichloro-4,4'-methylenedianiline|4,4'-methylene bis(2-chloroaniline)",1,1,0,0,0,0,0,0
"IBSQPLPBRSHTTG-UHFFFAOYSA-N","95-49-8","202-424-3","2-chlorotoluene",1,0,0,0,0,0,0,0
"IBZHOAONZVJLOB-UHFFFAOYSA-N","58138-08-2","","oxirane, 2-(3,5-dichlorophenyl)-2-(2,2,2- trichloroethyl)-",0,0,0,0,1,0,0,0
"ICIWUVCWSCSTAQ-UHFFFAOYSA-N","25659-31-8","247-168-3","Lead diiodate",0,0,1,0,0,1,0,0
"ICLCCFKUSALICQ-UHFFFAOYSA-N","91-97-4","202-112-7","3,3'-dimethylbiphenyl-4,4'-diyl diisocyanate",0,0,1,0,0,0,0,0
"ICNFHJVPAJKPHW-UHFFFAOYSA-N","139-65-1","205-370-9","4,4'-thiodianiline and its salts",1,0,0,0,0,0,0,0
"ICOAEPDGFWLUTI-UHFFFAOYSA-N","33979-03-2","251-773-8","2,2',4,4',6,6'-hexachlorobiphenyl",0,0,0,1,1,0,0,0
"ICUTUKXCWQYESQ-UHFFFAOYSA-N","101-20-2","","urea, N-(4-chlorophenyl)-N'-(3,4- dichlorophenyl)-",0,0,0,0,1,0,0,0
"IEORSVTYLWZQJQ-UHFFFAOYSA-N","27986-36-3","248-762-5","2-(nonylphenoxy)ethanol",0,1,0,0,0,0,0,0
"IFJCTWBOTPRAGS-UHFFFAOYSA-N","7495-93-4","","Phosphorous acid, bis(2-ethylhexyl) ester, cadmium salt",0,0,0,0,0,1,0,0
"IFLREYGFSNHWGE-UHFFFAOYSA-N","92-24-0","","naphthacene",0,0,0,0,1,0,0,0
"IGFHQQFPSIBGKE-UHFFFAOYSA-N","104-40-5","203-199-4","p-nonylphenol",0,1,0,0,1,1,0,0
"IGMAJZUZHBYXIG-UHFFFAOYSA-N","15122-58-4","239-179-7","Proustite (Ag3(AsS3))",0,0,1,0,0,0,0,0
"IGZLSWCUPJLTLQ-UHFFFAOYSA-N","7774-41-6","","ARSENIC ACID (H3ASO4), HEMIHYDRATE",0,0,1,0,0,0,0,0
"IHAXIFZOERJWDF-UHFFFAOYSA-N","3389-71-7","","bicyclo[2.2.1]hepta-2,5-diene, 1,2,3,4,7,7-hexachloro-",0,0,0,0,1,0,0,0
"IHQKEDIOMGYHEB-UHFFFAOYSA-M","124-65-2","204-708-2","Sodium dimethylarsinate",0,0,1,0,0,0,0,0
"IHQKEDIOMGYHEB-UHFFFAOYSA-M","6131-99-3","682-793-9","Sodium cacodylate trihydrate",0,0,1,0,0,0,0,0
"IHTSMKSDNSSELM-UHFFFAOYSA-N","553-00-4","209-030-0","salts of 2-naphthylamine",1,0,1,0,0,0,0,0
"IHZDZPRRNLLTIF-UHFFFAOYSA-N","2117-69-3","218-325-3","Diphenyllead dichloride",0,0,1,0,0,1,0,0
"IIPZYDQGBIWLBU-UHFFFAOYSA-N","1420-07-1","215-813-8","dinoterb (ISO)|2-<i>tert</i>-butyl-4,6-dinitrophenol",1,0,0,0,0,0,0,0
"IISBACLAFKSPIT-UHFFFAOYSA-N","80-05-7","201-245-8","4,4'-isopropylidenediphenol| bisphenol A|4,4’-isopropylidenediphenol",1,1,1,0,1,0,0,0
"IIYRNPYRTPIBQB-UHFFFAOYSA-M","1142-64-9","","(2,3,4,5,6-pentachlorophenoxy)-phenylmercury",0,0,0,0,0,1,0,0
"IJDNQMDRQITEOD-UHFFFAOYSA-N","106-97-8","203-448-7","butane|butane (containing ≥ 0,1 % butadiene (203-450-8))",1,0,0,0,0,0,0,0
"IJDNQMDRQITEOD-UHFFFAOYSA-N","68475-59-2","270-653-6","Alkanes, C3-4|petroleum gas",1,0,0,0,0,0,0,0
"IJDNQMDRQITEOD-UHFFFAOYSA-N","68476-42-6","270-682-4","Hydrocarbons, C4-5|Petroleum gas",1,0,0,0,0,0,0,0
"IJDNQMDRQITEOD-UHFFFAOYSA-N","68514-31-8","271-032-2","Hydrocarbons, C1-4|Petroleum gas|[A complex combination of hydrocarbons provided by thermal cracking and absorber operations and by distillation of crude oil. It consists of hydrocarbons having carbon numbers predominantly in the range of C1 through C4 an",1,0,0,0,0,0,0,0
"IJFPVINAQGWBRJ-UHFFFAOYSA-N","27554-26-3","248-523-5","diisooctyl phthalate",1,0,0,0,1,0,0,0
"IJVGIFSYGYHUEV-UHFFFAOYSA-L","18917-83-4","242-667-2","Bis(lactato-O1,O2)mercury",0,0,0,0,0,1,0,0
"IJVGIFSYGYHUEV-UHFFFAOYSA-L","814-82-4","","Lactic acid, mercury(2+) salt (2:1) (8CI)",0,0,0,0,0,1,0,0
"IJWXCYSPVNCDMA-UHFFFAOYSA-N","30784-30-6","250-339-5","p-(1,1-dimethylheptyl)phenol",0,1,0,0,0,0,0,0
"IKAUTNDSSJUOLL-UHFFFAOYSA-N","52502-12-2","257-970-5","nickel divanadium hexaoxide",1,0,1,0,0,1,0,0
"IKHGUXGNUITLKF-UHFFFAOYSA-N","75-07-0","200-836-8","acetaldehyde|ethanal",1,0,0,0,0,0,0,0
"IKIBSPLDJGAHPX-UHFFFAOYSA-N","7784-45-4","232-068-4","Arsenic triiodide",0,0,1,0,0,0,0,0
"IKQSKUGDUJTKRQ-UHFFFAOYSA-N","2587-82-8","219-970-3","Acetoxytributylplumbane",0,0,1,0,0,1,0,0
"ILCDJONHAATPBH-UHFFFAOYSA-I","12328-03-9","","Sulfonium, triethyl-, iodide, compd. with mercury iodide (1:2)",0,0,0,0,0,1,0,0
"ILNYPZQFEYLLFT-UHFFFAOYSA-L","13477-23-1","236-767-5","Cadmium sulphite",0,0,1,0,0,1,0,0
"IMBKASBLAKCLEM-UHFFFAOYSA-L","10045-89-3","233-151-8","Diammonium iron bis(sulphate)",0,0,1,0,0,0,0,0
"IMGNYAPMSDUASV-UHFFFAOYSA-K","13510-44-6","236-841-7","Trisilver arsenate",0,0,1,0,0,0,0,0
"IMNFDUFMRHMDMM-UHFFFAOYSA-N","142-82-5","205-563-8","heptane|<i>n</i>-heptane",1,0,0,0,0,0,0,0
"IMPIWCJNMFOUQI-UHFFFAOYSA-N","12035-52-8","234-827-5","Antimony, compound with nickel (1:1)",0,0,1,0,0,1,0,0
"IMPPGHMHELILKG-UHFFFAOYSA-N","156-43-4","205-855-5","4-ethoxyaniline|<i>p</i>-phenetidine",1,0,0,0,0,0,0,0
"IMSSROKUHAOUJS-MJCUULBUSA-N","72-33-3","","17alpha-ethynyl-1,3,5[10]-estratriene-3,17beta-diol 3-methyl ether",0,0,0,0,1,0,0,0
"INLLPKCGLOXCIV-UHFFFAOYSA-N","593-60-2","209-800-6","bromoethylene",1,0,0,0,0,0,0,0
"INPLXZPZQSLHBR-UHFFFAOYSA-N","1317-42-6","215-273-3","cobalt sulfide",1,0,0,0,0,0,0,0
"INXDHMXCTAMKSX-UHFFFAOYSA-N","13820-41-2","237-499-1","Diammonium tetrachloroplatinate",0,0,1,0,0,0,0,0
"INYDMNPNDHRJQJ-UHFFFAOYSA-N","610-39-9","210-222-1","3,4-dinitrotoluene",1,0,0,0,0,0,0,0
"IOKPLNQRQWZPGF-UHFFFAOYSA-N","70692-93-2","274-755-1","nickel zirkonium trioxide",1,0,1,0,0,1,0,0
"IOQKJDCMPKUNQN-UHFFFAOYSA-L","5970-32-1","227-760-8","[salicylato(2-)-O1,O2]mercury",0,0,0,0,0,1,0,0
"IPKKHRVROFYTEK-UHFFFAOYSA-N","131-18-0","205-017-9","di-n-pentyl phthalate",1,1,0,0,0,0,0,0
"IPLJNQFXJUCRNH-UHFFFAOYSA-L","13462-88-9","236-665-0","nickel dibromide",1,0,1,0,0,1,0,0
"IPLMNKLLGMDMKO-UHFFFAOYSA-J","14638-69-8","238-682-9","Diammonium cerium(4+) trisulphate",0,0,1,0,0,0,0,0
"IPLMNKLLGMDMKO-UHFFFAOYSA-J","7637-03-8","231-567-4","Tetraammonium cerium tetrakis(sulphate)",0,0,1,0,0,0,0,0
"IPVMCZLCKVSKGC-UHFFFAOYSA-N","51775-36-1","","bornane, 2,2,5-endo,6-exo,8,9,10- heptachlorono-",0,0,0,0,1,0,0,0
"IQBPNJJDIXBFNB-UHFFFAOYSA-H","17010-21-8","241-084-0","Cadmium hexafluorosilicate(2-)",0,0,1,0,0,1,0,0
"IQFVPQOLBLOTPF-UHFFFAOYSA-L","573-58-0","209-358-4","disodium 3,3'-[[1,1'-biphenyl]-4,4'-diylbis(azo)]bis(4-aminonaphthalene-1-sulphonate)|C.I. Direct Red 28",1,1,0,0,0,0,0,0
"IQVNEKKDSLOHHK-FNCQTZNRSA-N","67485-29-4","405-090-9","5,5-dimethyl-perhydro-pyrimidin-2-one α-(4-trifluoromethylstyryl)-α-(4-trifluoromethyl)cinnamylidenehydrazone",1,0,0,0,1,0,0,0
"IQXHAJSMTNDJGA-UHFFFAOYSA-O","31096-40-9","250-464-5","Ammonium bis(cyano-C)aurate",0,0,1,0,0,0,0,0
"IRIAEXORFWYRCZ-UHFFFAOYSA-N","85-68-7","201-622-7","BBP|benzyl butyl phthalate",1,1,1,0,1,0,0,0
"IROINLKCQGIITA-UHFFFAOYSA-N","886-50-0","212-950-5","Terbutryn",0,0,0,0,0,1,0,0
"IRVWXMZGFMXUGW-RWUXNGIBSA-L","63938-16-9","","Cinnamic acid, nickel(II) salt",0,0,1,0,0,1,0,0
"ISAVYTVYFVQUDY-UHFFFAOYSA-N","140-66-9","205-426-2","4-(1,1,3,3-tetramethylbutyl)phenol",0,1,0,0,0,1,0,0
"ISEQAARZRCDNJH-UHFFFAOYSA-N","13424-46-9","236-542-1","lead diazide|lead azide|lead azide [≥ 20 % phlegmatiser]",1,1,1,0,0,1,0,0
"ISWSIDIOOBJBQZ-UHFFFAOYSA-N","108-95-2","203-632-7","phenol|carbolic acid|monohydroxybenzene|phenylalcohol",1,0,0,0,0,0,0,0
"ISYUCUGTDNJIHV-UHFFFAOYSA-N","35223-80-4","","Propyl bromoacetate",0,0,1,0,0,0,0,0
"ITHIMUMYFVCXSL-UHFFFAOYSA-P","16919-19-0","240-968-3","Ammonium hexafluorosilicate",0,0,1,0,0,0,0,0
"ITPDYQOUSLNIHG-UHFFFAOYSA-N","19774-82-4","","methanone, (2-butyl-3-benzofuranyl)[4-[2-(diethylamino)ethoxy]-3,5-diiodophenyl]-,",0,0,0,0,1,0,0,0
"ITQVEYJXZXMBTR-UHFFFAOYSA-L","2605-44-9","220-017-9","Cadmium dilaurate",0,0,1,0,0,1,0,0
"ITVQAKZNYJEWKS-UHFFFAOYSA-N","26399-36-0","","benzenamine, N-(cyclopropylmethyl)-2,6- dinitro-N-propyl-4-(trifluoromethyl)-",0,0,0,0,1,0,0,0
"IUJCUHZTPCIQQT-UHFFFAOYSA-L","42844-93-9","255-965-2","[1,3-dihydro-5,6-bis[[(2-hydroxy-1-naphthyl)methylene]amino]-2H-benzimidazol-2-onato(2-)-N5,N6,O5,O6]nickel",0,0,1,0,0,1,0,0
"IUMSDRXLFWAGNT-UHFFFAOYSA-N","540-97-6","208-762-8","Dodecamethylcyclohexasiloxane",0,1,0,0,0,0,0,0
"IUTPYMGCWINGEY-UHFFFAOYSA-N","31508-00-6","621-375-2","2,3',4,4',5-pentachlorobiphenyl",0,0,0,1,0,1,0,0
"IUZFQERQUZLNKQ-UHFFFAOYSA-N","28772-56-7","249-205-9","bromadiolone (ISO)| 3-[3-(4′-bromobiphenyl-4-yl)-3-hydroxy-1-phenylpropyl]-4-hydroxy-2H-chromen-2-one",1,0,0,0,0,0,0,0
"IVMYJDGYRUAWML-UHFFFAOYSA-N","1307-96-6","215-154-6","cobalt oxide",1,0,0,0,0,0,0,0
"IVSZLXZYQVIEFR-UHFFFAOYSA-N","1330-20-7","215-535-7","xylene ",1,0,0,0,0,0,0,0
"IXAXNVRGRAWTLA-UHFFFAOYSA-L","85958-80-1","288-967-7","[[3-[1-cyano-2-(methylamino)-2-oxoethylidene]-2,3-dihydro-1H-isoindol-1-ylidene](salicylic)hydrazidato(2-)]nickel",0,0,1,0,0,1,0,0
"IXLCRBHDOFCYRY-UHFFFAOYSA-N","13444-75-2","","Chromic acid (H2CrO4), mercury(2+) salt (1:1)",0,0,0,0,0,1,0,0
"IYAZLDLPUNDVAG-UHFFFAOYSA-N","3147-75-9","221-573-5","2-(2H-benzotriazol-2-yl)-4-(1,1,3,3-tetramethylbutyl)phenol (UV-329)",0,1,0,0,1,0,0,0
"IYPUMRHORYWLBJ-UHFFFAOYSA-H","12005-86-6","624-772-9","Sodium hexafluoroarsenate(V)",0,0,1,0,0,0,0,0
"IYYZUPMFVPLQIF-UHFFFAOYSA-N","132-65-0","","dibenzothiophene",0,0,0,0,1,0,0,0
"IZFZCMFMJKDHJZ-UHFFFAOYSA-N","37893-02-0","","benzenamine, N-[3-phenyl-4,5- bis[(trifluoromethyl)imino]-2-",0,0,0,0,1,0,0,0
"IZGYEHWMAUNJHX-UHFFFAOYSA-N","6380-34-3","228-965-5","Diiodo(phenyl)arsine",0,0,1,0,0,0,0,0
"IZIPRBSCGMISKX-UHFFFAOYSA-N","10022-68-1","638-751-7","cadmium nitrate tetrahydrate",0,0,1,0,0,0,0,0
"IZIPRBSCGMISKX-UHFFFAOYSA-N","10325-94-7","233-710-6","cadmium nitrate| cadmium dinitrate",1,1,1,0,0,1,0,0
"IZUPBVBPLAPZRR-UHFFFAOYSA-N","87-86-5","201-778-6","Pentachlorophenol",0,0,0,1,0,1,0,0
"IZYSFFFJIOTJEV-UHFFFAOYSA-P","11120-25-5","234-364-9","Ammonium wolframate",0,0,1,0,0,0,0,0
"JABXKQFARPNNPV-UHFFFAOYSA-N","873-54-1","212-841-2","Lead dibenzoate",0,0,1,0,0,1,0,0
"JAHJITLFJSDRCG-UHFFFAOYSA-N","31472-83-0","250-646-4","Tetrachloro(tetrachlorophenyl)benzene",0,0,0,1,0,0,0,0
"JANBFCARANRIKJ-UHFFFAOYSA-N","605-50-5","210-088-4","diisopentylphthalate ",1,1,0,0,0,0,0,0
"JBIJLHTVPXGSAM-UHFFFAOYSA-N","91-59-8","202-080-4","2-naphthylamine",1,0,1,0,0,0,0,0
"JBIQRNWCAGLZMY-UHFFFAOYSA-K","11095-65-1","","Aluminate(2-), difluoro[phosphato(3-)-κO]-, ammonium hydrogen (1:1:1)",0,0,1,0,0,0,0,0
"JBRZTFJDHDCESZ-UHFFFAOYSA-N","1303-00-0","215-114-8","gallium arsenide",1,0,1,0,0,0,0,0
