"hasTarget","casNumber","ecNumber","label_en","CLP_Aanwezig","SVHC_Aanwezig","Restrict_Aanwezig","POP_Aanwezig","OSPAR_Aanwezig","WFD_Aanwezig","Gewas_Aanwezig","Biociden_Aanwezig","pubchem"
"CCIKBHCYENJIRU-UHFFFAOYSA-P","19468-86-1","243-090-9","Diammonium oxobis[sulphato(2-)-O]titanate(2-)","0","0","1","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID73456756"
"CCJZHCZMNGUOCA-UHFFFAOYSA-L","62637-99-4","263-663-7","Lead bis(4-cyclohexylbutyrate)","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID112896|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID118855849"
"CCRYUWIVRLYGBO-UHFFFAOYSA-N","3248-63-3","221-830-1","Octacosafluoro-14-iodo-2-(trifluoromethyl)tetradecane","0","0","0","1","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID76737"
"CCYKQVBIPYDCKS-UHFFFAOYSA-N","629-35-6","","Dibutylrtut","0","0","0","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID100997916|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID12382"
"CDEIGFNQWMSEKG-UHFFFAOYSA-M","3076-91-3","221-358-6","Chloro[p-[(2-hydroxy-1-naphthyl)azo]phenyl]mercury","0","0","0","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID102330615|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID135565503|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID18318"
"CDTYBBCOIQJQRO-UHFFFAOYSA-N","549-59-7","208-971-4","Tris[(8α,9R)-6'-methoxycinchonan-9-ol] bis(arsenate)","0","0","1","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID6453098"
"CDZXKKXSZAMHFU-UHFFFAOYSA-J","13453-66-2","236-629-4","Dilead pyrophosphate","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID61611"
"CEEPFQUJPMBSCX-UHFFFAOYSA-L","3810-81-9","223-288-1","Dimethyl[μ-[sulphato(2-)-O:O']]dimercury","0","0","0","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID12632956|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID16682973"
"CENFPRBOLWHWRK-UHFFFAOYSA-M","77430-23-0","","(ethanethioylamino)-methylmercury","0","0","0","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID6093333|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID53664"
"CEOCDNVZRAIOQZ-UHFFFAOYSA-N","608-93-5","210-172-0","Pentachlorobenzene","0","0","0","1","1","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID11855"
"CERQOIWHTDAKMF-UHFFFAOYSA-N","79-41-4","201-204-4","2-methylpropenoic acid|methacrylic acid","1","0","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID4093"
"CEWJCLBGTPZECP-UHFFFAOYSA-N","34166-38-6","","17-(4-nonylphenoxy)-3,6,9,12,15-pentaoxaheptadecan-1-ol","0","1","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID182170"
"CEYLPYBDQDCTPB-UHFFFAOYSA-L","1191-18-0","214-732-5","Lead succinate","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID6451205|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID16714027"
"CFBYEGUGFPZCNF-UHFFFAOYSA-N","91-23-6","202-052-1","2-nitroanisole","1","0","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID7048"
"CFCOCNLKEULEBS-UHFFFAOYSA-N","12137-74-5","235-241-2","Lead disulphide","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID24863442"
"CFFDFFAQSYGOLN-UHFFFAOYSA-N","76625-10-0","278-504-7","Bis[N-(2-hydroxyethyl)-N-methylglycinato-N,O,ON]nickel","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID91808922"
"CFXQEHVMCRXUSD-UHFFFAOYSA-N","96-18-4","202-486-1","1,2,3-trichloropropane","1","1","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID7285"
"CGSAAYNFWHCUGW-UHFFFAOYSA-L","15773-53-2","239-868-2","Lead dihexanoate","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID3084245"
"CGSLYBDCEGBZCG-UHFFFAOYSA-N","1241-94-7","214-987-2","phosphoric acid, 2-ethylhexyl diphenyl ester","0","0","0","0","1","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID14716"
"CGWMCUDSKOXNFW-UHFFFAOYSA-M","7620-30-6","231-532-3","Sodium [3-[[(3-carboxylatopropionamido)carbonyl]amino]-2-methoxypropyl]hydroxymercurate(1-)","0","0","0","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID133065680"
"CHNQZRKUZPNOOH-UHFFFAOYSA-J","8018-01-7","616-995-5","Mancozeb","0","0","0","0","0","0","1","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID131668102|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID13307026|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID15789983|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID3034368"
"CHRGNZWOTIDZKX-UHFFFAOYSA-L","84696-56-0","283-660-4","Cadmium isononanoate","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID44152279"
"CHUGKEQJSLOLHL-UHFFFAOYSA-N","3296-90-0","221-967-7","2,2-bis(bromomethyl) propane-1,3-diol","1","1","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID18692"
"CIFWZNRJIBNXRE-UHFFFAOYSA-N","110235-47-7","600-951-7","Mepanipyrim","0","0","0","0","0","0","1","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID86296"
"CIHFIWZYYUTEQG-UHFFFAOYSA-M","79357-62-3","","(2-Methyl-4,6-dinitrophenoxy)(nitrooxy)diplumboxane monohydrate","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID138395819"
"CIMSFRCJLLCURG-UHFFFAOYSA-L","3349-08-4","222-102-6","nickel(II) propionate","1","0","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID13682635"
"CITBNDNUEPMTFC-UHFFFAOYSA-M","70161-44-3","274-357-8"," [formaldehyde released from sodium <I>N</I>-(hydroxymethyl)glycinate]|sodium <I>N</I>-(hydroxymethyl)glycinate","1","0","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID23664641"
"CJCJEYBMYFRTNX-UHFFFAOYSA-L","26719-07-3","247-925-8","Mercury(2+) chloroacetate","0","0","0","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID12722323"
"CJFOUFOVBCONLJ-UHFFFAOYSA-N","2587-81-7","624-392-3","Triethyllead acetate","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID16683282"
"CJOBVZJTOIVNNF-UHFFFAOYSA-N","1306-23-6","215-147-8","cadmium sulphide","1","1","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID14783|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID9793819"
"CKAPSXZOOQJIBF-UHFFFAOYSA-N","118-74-1","204-273-9","hexachlorobenzene","1","0","0","1","1","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID8370"
"CKBGFVUADMYSBT-NBTZWHCOSA-N","16996-51-3","241-077-2","(9Z,12Z)-octadeca-9,12-dienoic acid, lead salt","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID6435856"
"CKGHPFRRZBSWMC-UHFFFAOYSA-J","27685-51-4","248-602-4","Mercury(2+) tetrakis(thiocyanato-N)cobaltate(2-)","0","0","0","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID87816855|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID2735076|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID161577|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID129631332"
"CKNWGKWITWNVEY-UHFFFAOYSA-N","68609-97-2","271-846-8","oxirane, mono[(C12-14-alkyloxy)methyl] derivs.","1","0","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID56846565"
"CKSHJRHDTOILHQ-UHFFFAOYSA-L","29977-13-7","249-987-1","[[N,N'-ethylenebis[glycinato]](2-)-N,N',O,O']cadmium","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID169115"
"CLAOPPKPKMUFTM-UHFFFAOYSA-L","36259-37-7","252-937-1","Bis(dipentyldithiocarbamato-S,S')nickel","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID523453|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID169762"
"CLPVQCQBVPUQMN-UHFFFAOYSA-N","3972-13-2","","DIDT","0","0","0","0","1","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID19874"
"CLSXNIPAOWPLFR-UHFFFAOYSA-N","475-26-3","207-493-3","benzene, 1,1'-(2,2,2- trichloroethylidene)bis[4-fluoro-","0","0","0","0","1","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID10139"
"CLVJBRYGLQNRDA-UHFFFAOYSA-N","1153-05-5","214-571-0","Triphenylarsine oxide","0","0","1","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID14382"
"CLYVDMAATCIVBF-UHFFFAOYSA-N","128-69-8","204-905-3","perylo[3,4-cd:9,10-c'd']dipyran-1,3,8,10- tetrone","0","0","0","0","1","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID67191"
"CMKMVAVWKWMNDA-UHFFFAOYSA-N","30784-27-1","","Phenol, 4-(1-ethyl-1,2-dimethylpropyl)-","0","1","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID130033793"
"CMKSFVASFFKBGS-UHFFFAOYSA-K","28980-47-4","249-347-1","Antimony arsenate","0","0","1","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID16705057|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID23194872"
"CMLGVHIYOLIDTE-UHFFFAOYSA-L","15851-52-2","239-967-0","nickel tellurium trioxide","1","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID167478"
"CMMUKUYEPRGBFB-UHFFFAOYSA-L","13530-68-2","236-881-5","Dichromic acid","0","1","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID26090"
"CMTYXVWPJVQVKT-UHFFFAOYSA-N","85166-19-4","285-909-2","(isodecanoato-O)(isooctanoato-O)nickel","1","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID119057832"
"CMWKITSNTDAEDT-UHFFFAOYSA-N","552-89-6","209-025-3","o-Nitrobenzaldehyde","0","0","1","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID11101"
"CNBMPLAEVDUBAN-UHFFFAOYSA-N","52740-90-6","","2-anthracenecarboxamide, 1-amino-N-(3- bromo-9,10-dihydro-9,10-dioxo-2-","0","0","0","0","1","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID104308"
"CNCOEDDPFOAUMB-UHFFFAOYSA-N","924-42-5","213-103-2","<I>N</I>-(hydroxymethyl)acrylamide| methylolacrylamide| [NMA]","1","1","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID13543"
"CNVULGHYDPMIHD-UHFFFAOYSA-L","15748-73-9","239-839-4","Lead disalicylate","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID101305915|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID16700269|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID54683200"
"COHDHYZHOPQOFD-UHFFFAOYSA-N","1303-28-2","215-116-9","arsenic pentoxide|diarsenic pentaoxide|arsenic oxide","1","1","1","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID14771"
"COPAGYRSCJVION-UHFFFAOYSA-N","189084-62-6","620-888-9","1,2-dibromo-4-(2,6-dibromophenoxy)benzene","0","0","0","1","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID15509894"
"CPELXLSAUQHCOX-UHFFFAOYSA-N","10035-10-6","233-113-0","hydrogen bromide","1","0","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID22169024|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID260"
"CPUGKTXAIBCJQS-UHFFFAOYSA-N","94159-82-7","303-263-2","1-[[3-(dimethylamino)propyl]amino]-4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,15,15,15-tetracosafluoro-14-(trifluoromethyl)pentadecan-2-ol","0","0","0","1","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID3023873"
"CPUNXSFWIWAPKJ-UHFFFAOYSA-N","52427-13-1","257-907-1","4-(1-ethyl-1-methylhexyl)phenol","0","1","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID12221416"
"CQGXUYYUUPEUIH-UHFFFAOYSA-L","41453-50-3","255-375-5","Lead bis(2,4-dihydroxybenzoate)","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID102055931|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID54682457|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID16695528"
"CQHDPRBPWAYYKI-UHFFFAOYSA-N","76093-98-6","","Bismuth alloy, Bi 50,Pb 25,Cd 12,Sn 12 (L-pbbi50Sn12.5Cd12.5)","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID6367222"
"CQLZEWXXRJJDKG-UHFFFAOYSA-N","3108-42-7","221-470-5","ammonium nonadecafluorodecanoate","1","1","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID14419738|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID3014171"
"CQORQFOHIKVJET-UHFFFAOYSA-N","610800-34-5","","Perfluorohexylperfluorooctyl phosphinate","0","0","0","1","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID85871532"
"CRPUJAZIXJMDBK-UHFFFAOYSA-N","79-92-5","201-234-8","bicyclo[2.2.1]heptane, 2,2-dimethyl-3- methylene-","0","0","0","0","1","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID6616"
"CSALAITYIGZHHH-UHFFFAOYSA-N","94723-86-1","425-150-8","2-butyryl-3-hydroxy-5-thiocyclohexan-3-yl-cyclohex-2-en-1-one","1","0","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID13654365"
"CSAPCZMCZFCISN-UHFFFAOYSA-L","14674-83-0","238-715-7","Disodium hydrogen 2-[[7-[(2-arsonophenyl)azo]-1,8-dihydroxy-3,6-disulphonato-2-naphthyl]azo]benzoate","0","0","1","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID136170965"
"CSDNZCNEOLXCQF-UHFFFAOYSA-N","1882109-72-9","","Pentanoic acid, 2,3,4,5,5,5-hexafluoro-2,3,4-tris(trifluoromethyl)-","0","0","0","1","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID138396459"
"CSEBNABAWMZWIF-UHFFFAOYSA-N","75579-39-4|13252-13-6|75579-40-7","","Propanoic acid, 2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)-, (+)-|2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)propionic acid|Propanoic acid, 2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)-, (-)-","0","1","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID114481"
"CSHWQDPOILHKBI-UHFFFAOYSA-N","198-55-0","205-900-9","perylene","0","0","0","0","1","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID9142"
"CSZWXWHPMBTSEB-UHFFFAOYSA-N","461-40-5","","Mercury, (nitrate-O)(trifluoromethyl)-","0","0","0","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID16684218"
"CTBIYKCSLJGMRW-UHFFFAOYSA-L","27476-27-3|52337-78-7","248-480-2|257-860-7","Cadmium toluate|Cadmium o-toluate","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID104161"
"CTHPVPBGBQEIDD-UHFFFAOYSA-L","95892-13-0","306-073-8","Lead(2+) isohexadecanoate","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID44151151"
"CTKINSOISVBQLD-GSVOUGTGSA-N","57044-25-4","404-660-4","R-2,3-epoxy-1-propanol","1","0","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID5460455"
"CTKINSOISVBQLD-UHFFFAOYSA-N","556-52-5","209-128-3","glycidol|oxiranemethanol|2,3-epoxypropan-1-ol","1","0","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID11164"
"CTQNGGLPUBDAKN-UHFFFAOYSA-N","95-47-6","202-422-2","o-xylene","1","0","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID7237"
"CTTASJIVHHYQOM-UHFFFAOYSA-M","19528-55-3","243-135-2","Lead palmitate","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID6365296"
"CTTLGNNDEMQINQ-UHFFFAOYSA-N","12249-78-4","","Mercury, compd. with silver (3:2)","0","0","0","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID44145615"
"CUARLQDWYSRQDF-UHFFFAOYSA-N","602-87-9","210-025-0","5-nitroacenaphthene","1","0","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID11769"
"CUFXMPWHOWYNSO-JTQLQIEISA-N","26447-14-3","247-711-4","cresyl glycidyl ether|[(tolyloxy)methyl]oxirane","1","0","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID16606"
"CUFYORGVHPVESH-UHFFFAOYSA-O","93776-15-9","297-941-4","(2-carboxylatoethyl)(dimethyl)[[[4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,15,15,15-tetracosafluoro-2-hydroxy-14-(trifluoromethyl)pentadecyl]amino]propyl]mmonium","0","0","0","1","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID56843532"
"CUGMJFZCCDSABL-UHFFFAOYSA-N","12612-21-4","235-720-6","Arsenic sulfide","0","0","1","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID61569"
"CVCNKHFNZWSRBI-UHFFFAOYSA-L","94232-40-3","303-968-5","Lead diundec-10-enoate","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID44153478"
"CVEGGYAIBPXVDW-UHFFFAOYSA-N","854904-93-1","","4-(3-methylhexan-2-yl)phenol","0","1","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID59090481"
"CVKWMACQVBBEIJ-UHFFFAOYSA-N","14332-32-2","604-345-3","Nickel hydride (NiH)","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID623092"
"CVRALZAYCYJELZ-UHFFFAOYSA-N","21609-90-5","","phosphonothioic acid, phenyl-, O-(4- bromo-2,5-dichlorophenyl) O-methyl ester","0","0","0","0","1","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID30709"
"CVUDBPILLYLOSC-UHFFFAOYSA-N","39489-75-3","","phenol, 2,4-dichloro-5-nitro-, carbonate(2:1) (ester)","0","0","0","0","1","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID3016080"
"CVUGPAFCQJIYDT-UHFFFAOYSA-N","789-02-6","212-332-5","benzene, 1-chloro-2-[2,2,2-trichloro-1-(4- chlorophenyl)ethyl]-","0","0","0","0","1","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID13089"
"CWBIFDGMOSWLRQ-UHFFFAOYSA-N","12001-29-5|132207-32-0|12168-92-2","601-650-3","asbestos|trimagnesium;hydroxy(trioxido)silane;hydrate","1","0","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID25477"
"CWBIFDGMOSWLRQ-UHFFFAOYSA-N","12001-29-5","601-650-3","asbestos","0","0","1","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID25477"
"CWRYPZZKDGJXCA-UHFFFAOYSA-N","83-32-9","201-469-6","acenaphthylene, 1,2-dihydro-","0","0","0","0","1","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID6734"
"CXFJEJPJMRAQFU-UHFFFAOYSA-M","37226-49-6","","Arsenic chloride","0","0","1","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID5362531"
"CXGONMQFMIYUJR-UHFFFAOYSA-N","307-55-1","206-203-2","Tricosafluorododecanoic acid","0","1","1","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID67545"
"CXKCTMHTOKXKQT-UHFFFAOYSA-N","1306-19-0","215-146-2","cadmium oxide (non-pyrophoric)","1","1","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID14782"
"CXNVOWPRHWWCQR-UHFFFAOYSA-N","95-69-2","202-441-6","4-chloro-o-toluidine","1","0","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID7251"
"CXZDNSBGXZNGJM-UHFFFAOYSA-N","538-04-5","","(3-chloro-4-hydroxyphenyl)mercury|hydrate","0","0","0","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID10846|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID49868093"
"CYGRQLSJULUVIA-UHFFFAOYSA-M","425670-70-8","","Sulfonium, tris[4-(1,1-dimethylethyl)phenyl]-, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonate (1:1)","0","1","0","1","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID165362336"
"CYNYIHKIEHGYOZ-UHFFFAOYSA-N","106-94-5","203-445-0","n-propyl bromide|1-bromopropane","1","1","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID7840"
"CYTYCFOTNPOANT-UHFFFAOYSA-N","127-18-4","204-825-9","tetrachloroethylene","1","0","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID31373"
"CYXBATBVYSNKPJ-UHFFFAOYSA-O","10380-20-8","","Chromate(1-), bis(benzenamine)tetrakis(thiocyanato-N)-, ammonium (9CI)","0","0","1","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID92043954"
"CZCHIEJNWPNBDE-UHFFFAOYSA-N","68-90-6","200-695-2","benziodarone","0","0","0","0","1","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID6237"
"CZVHCFKUXGRABC-UHFFFAOYSA-N","613-35-4","210-338-2","N,N'-diacetylbenzidine","1","0","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID11942"
"CZXFRQGYSLUIRC-UHFFFAOYSA-M","104-59-6","203-217-0","Phenylmercury stearate","0","0","0","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID16683694|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID66915|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID101318319"
"CZZYITDELCSZES-UHFFFAOYSA-N","101-81-5","202-978-6","benzene, 1,1'-methylenebis-","0","0","0","0","1","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID7580"
"DAASOABUJRMZAD-UHFFFAOYSA-N","1715-40-8","","2-norbornene, 5-(bromomethyl)- 1,2,3,4,7,7-hexachloro-","0","0","0","0","1","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID15583"
"DASQRZJTRKBKPP-MXAKUGKZSA-N","676367-04-7","","1,3-Dioxane, 2-[(1R,2S)-2,4-dimethyl-3-cyclohexen-1-yl]-5-methyl-5-(1-methylpropyl)-, cis-","0","1","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID165363675"
"DASQRZJTRKBKPP-QRUVOMJDSA-N","676367-03-6","","1,3-Dioxane, 2-[(1S,2R)-2,4-dimethyl-3-cyclohexen-1-yl]-5-methyl-5-(1-methylpropyl)-, cis-","0","1","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID165363674"
"DASQRZJTRKBKPP-QWFZCGKBSA-N","676367-02-5","","1,3-Dioxane, 2-[(1S,2S)-2,4-dimethyl-3-cyclohexen-1-yl]-5-methyl-5-(1-methylpropyl)-, cis-","0","1","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID165363673"
"DASQRZJTRKBKPP-UHFFFAOYSA-N","186309-28-4|117933-89-8","","1,3-Dioxane, 2-(2,4-dimethyl-3-cyclohexen-1-yl)-5-methyl-5-(1-methylpropyl)-","0","1","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID16070752"
"DASQRZJTRKBKPP-VAMBABPQSA-N","676367-05-8|343934-04-3","","1,3-Dioxane, 2-[(1R,2R)-2,4-dimethyl-3-cyclohexen-1-yl]-5-methyl-5-(1-methylpropyl)-, cis-|1,3-Dioxane, 2-[(1R,2R)-2,4-dimethyl-3-cyclohexen-1-yl]-5-methyl-5-(1-methylpropyl)-, cis-rel-","0","1","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID165363669"
"DBJLJFTWODWSOF-UHFFFAOYSA-L","10028-18-9","233-071-3","nickel difluoride","1","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID24825|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID6431879"
"DBKNIEBLJMAJHX-UHFFFAOYSA-N","12005-69-5","","Boron arsenide (BAs)","0","0","1","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID10285774"
