"hasTarget","casNumber","ecNumber","label_en","CLP_Aanwezig","SVHC_Aanwezig","Restrict_Aanwezig","POP_Aanwezig","OSPAR_Aanwezig","WFD_Aanwezig","Gewas_Aanwezig","Biociden_Aanwezig","pubchem"
"QHFBXOYEDDRLIZ-UHFFFAOYSA-N","12007-02-2","234-495-1","trinickel boride","1","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID102602241|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID6336855"
"QHHVGBIWIQLWOJ-UHFFFAOYSA-M","2580-56-5","219-943-6","[4-[[4-anilino-1-naphthyl][4-(dimethylamino)phenyl]methylene]cyclohexa-2,5-dien-1-ylidene] dimethylammonium chloride (C.I. Basic Blue 26)","0","1","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID131664201|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID17407"
"QHPQWRBYOIRBIT-UHFFFAOYSA-N","98-54-4","202-679-0","4-tert-butylphenol","0","1","0","0","1","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID7393"
"QHWKHLYUUZGSCW-UHFFFAOYSA-N","632-79-1","211-185-4","1,3-isobenzofurandione, 4,5,6,7- tetrabromo-","0","0","0","0","1","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID12443"
"QIAQIYQASAWZPP-UHFFFAOYSA-N","2040-90-6","433-890-8","2-chloro-6-fluoro-phenol","1","0","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID2773710"
"QIGBRXMKCJKVMJ-UHFFFAOYSA-N","123-31-9","204-617-8","hydroquinone|1,4-dihydroxybenzene|quinol","1","0","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID785"
"QIIUAXISDIPKDP-UHFFFAOYSA-J","38951-94-9","254-210-4","Bis[2-butene-2,3-dithiolato(2-)-S,S']nickel","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID170138|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID75584520"
"QIOVOKGVECOETI-UHFFFAOYSA-L","28953-04-0","","Fluoromercury(II) hydoxide","0","0","0","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID165347864"
"QJVFXVUYSUNHDO-UHFFFAOYSA-J","12051-87-5","234-991-8","Diammonium hexachlororhenate","0","0","1","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID44147369"
"QKEOZZYXWAIQFO-UHFFFAOYSA-M","7783-30-4","231-988-3","Mercury iodide","0","0","0","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID49804394|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID24541"
"QKGIPGSKJBOHSL-UHFFFAOYSA-N","612-52-2","210-313-6","salts of 2-naphthylamine","1","0","1","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID12208544|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID11925"
"QKICWELGRMTQCR-UHFFFAOYSA-N","50-63-5","","1,4-pentanediamine, N(4)-(7-chloro-4- quinolinyl)-N(1),N(1)-diethyl-, phosphate","0","0","0","0","1","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID43833344|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID64927"
"QKQJBHIQKVJZMF-UHFFFAOYSA-M","1520-71-4","","Plumbane, chlorotripropyl-","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID73703"
"QKUNKVYPGIOQNP-UHFFFAOYSA-N","63449-39-8","","paraffin waxes and hydrocarbon waxes, chlorinated","0","0","0","0","1","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID6537497"
"QLAKWLKQZXXRPQ-UHFFFAOYSA-N","68937-05-3","273-052-7","Acetic acid, reaction products with lead oxide (PbO), silica and sulfuric acid","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID173159"
"QLGHOFDBGAIFCP-UHFFFAOYSA-P","71436-99-2","275-459-5","Dihydrogen bis[hydroxysuccinato(2-)-O1,O2,O4]cadmate(2-)","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID91666536"
"QLIITVWKVAWDSD-UHFFFAOYSA-M","87903-39-7","","Lead (II) hydroxide salicylate","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID54706022"
"QLTARLRQJWXGGA-UHFFFAOYSA-L","55700-14-6","259-767-7","Cadmium bis(4-cyclohexylbutyrate)","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID108757"
"QLTKZXWDJGMCAR-UHFFFAOYSA-N","14177-51-6","238-032-4","nickel tungsten tetraoxide","1","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID84240"
"QLUDOTVEUINHQY-UHFFFAOYSA-M","54277-95-1","","Mercaptomethylmercury","0","0","0","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID93293|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID16058366"
"QMCBXDKFCYNTSF-UHFFFAOYSA-L","84852-34-6","284-345-4","Lead(II) isodecanoate","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID44153572"
"QMLHJSWRIXLWJO-UHFFFAOYSA-L","94246-87-4","304-161-0","(isodecanoato-O)(neodecanoato-O)lead","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID71300513"
"QMMRZOWCJAIUJA-UHFFFAOYSA-L","7718-54-9","231-743-0","nickel dichloride","1","0","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID158404|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID24385|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID24385|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID158404"
"QMMRZOWCJAIUJA-UHFFFAOYSA-L","37211-05-5|7718-54-9","253-399-0|231-743-0","Nickel chloride|nickel dichloride","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID158404|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID24385|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID24385|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID158404"
"QMUWALUIOZZUJI-UHFFFAOYSA-N","18974-20-4","242-708-4","Bis(ethylenediamine)cadmium(2+) bis[dicyanoaurate(1-)]","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID167777"
"QMXULYNJFFJVLV-UHFFFAOYSA-N","15490-91-2","","Struvite [(NH4)Mg(PO4).6H2O]","0","0","1","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID6335612"
"QNBTYORWCCMPQP-JXAWBTAJSA-N","110488-70-5","404-200-2","dimethomorph (ISO)|(E,Z)- 4-(3-(4-chlorophenyl)- 3-(3,4-dimethoxyphenyl) acryloyl)morpholine","1","0","0","0","0","0","1","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID86298"
"QNRJQBMXIZKZSP-UHFFFAOYSA-L","15843-91-1","239-949-2","Bis[2-hydroxy-4-(octyloxy)benzophenonato]nickel","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID85138"
"QOFPQLOFSZXYPY-UHFFFAOYSA-N","94158-63-1","303-135-6","3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,17,18,18,18-dotriacontafluoro-17-(trifluoromethyl)octadecyl acrylate","0","0","0","1","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID16206027"
"QOOHKAMDWOKKBR-UHFFFAOYSA-N","14220-17-8","238-082-7","Dipotassium tetracyanoniccolate","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID13743171|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID6093373|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID61717"
"QORAVNMWUNPXAO-UHFFFAOYSA-N","2437-79-8","219-444-3","2,2',4,4'-tetrachlorobiphenyl","0","0","0","1","1","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID17097"
"QOUHCGDKCVHHKB-UHFFFAOYSA-L","2847-16-7","220-650-0","Cadmium didecanoate","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID165040"
"QPCDCPDFJACHGM-UHFFFAOYSA-N","67-43-6","200-652-8","N-carboxymethyliminobis(ethylenenitrilo)tetra(acetic acid)","1","0","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID3053"
"QPFMBZIOSGYJDE-UHFFFAOYSA-N","79-34-5","201-197-8","1,1,2,2-Tetrachloroethane","0","0","1","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID6591"
"QPQKUYVSJWQSDY-UHFFFAOYSA-N","60-09-3","200-453-6","4-phenylazoaniline|4-aminoazobenzene","1","1","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID6051"
"QPTPXMZPICHZRY-UHFFFAOYSA-N","64381-97-1","","1,4-benzenediamine, N,N,N'-tris(1- methylpropyl)-","0","0","0","0","1","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID116611"
"QPVPLZOVPDMOEL-UHFFFAOYSA-N","6618-03-7","","Plumbane, tripropyl-","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID6328819"
"QQFJUDMWXYKXFF-UHFFFAOYSA-M","592-63-2","209-766-2","Mercury acetate","0","0","0","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID3013913"
"QQHJESKHUUVSIC-UHFFFAOYSA-N","12266-38-5","235-536-6","Antimony, compound with lead (1:1)","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID72720464"
"QQOALHQRKUYNIC-UHFFFAOYSA-L","14239-68-0","238-113-4","Cadmium bis(diethyldithiocarbamate)","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID26588|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID5284357"
"QQQFFLWYRHKKQG-UHFFFAOYSA-M","1300-78-3","","Mercury, (acetato-O)(methylphenyl)-","0","0","0","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID12451531|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID16682956"
"QQUKCAHSWRUFAJ-UHFFFAOYSA-L","93966-74-6","301-027-3","Lead pentadecanoate","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID6432609"
"QQVDYSUDFZZPSU-UHFFFAOYSA-M","3724-43-4","425-970-6","chloro-N,N-dimethylformiminium chloride","1","0","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID77311"
"QQZXOHQQJZHMJQ-UHFFFAOYSA-N","13465-34-4","","Chromic acid (H2CrO4), dimercury(1+) salt","0","0","0","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID61620"
"QRFCMJANHDRHEH-UHFFFAOYSA-N","1119449-37-4","","2-[4-(3,6-dimethylheptan-3-yl)phenoxy]ethanol","0","1","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID46781369"
"QSBNOZODKXUXSP-UHFFFAOYSA-L","25530-63-6","247-078-4","Ammonium bismuth citrate","0","0","1","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID3015236|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID170839738"
"QSHDDOUJBYECFT-UHFFFAOYSA-N","7439-97-6","231-106-7","mercury","1","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID23931"
"QSHWAZXQZAFUMO-UHFFFAOYSA-L","84029-43-6","281-717-8","Bis(acetato-O)[μ-[1,3-dioxane-2,5-diylbis(methylene)-C:C',O,O']]dimercury","0","0","0","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID129011019"
"QSNSCYSYFYORTR-UHFFFAOYSA-N","106-47-8","203-401-0","4-chloroaniline","1","0","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID7812"
"QSZMOZPZBXFCDN-UHFFFAOYSA-L","3570-80-7","222-673-1","Bis(acetato-O)[μ-(3',6'-dihydroxy-3-oxospiro[isobenzofuran-1(3H),9'-[9H]xanthene]-2',7'-diyl)]dimercury","0","0","0","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID170853221|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID16683084"
"QTLQKAJBUDWPIB-UHFFFAOYSA-N","1327-53-3","215-481-4","diarsenic trioxide","1","1","1","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID261004|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID58886963"
"QTMULKUYOMHLOS-UHFFFAOYSA-N","1462414-59-0","","Quinolinium, 1-(carboxymethyl)-4-[2-[4-[4-(2,2-diphenylethenyl)phenyl]-1,2,3,3a,4,8b-hexahydrocyclopent[b]indol-7-yl]ethenyl]-, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonate (1:1)","0","1","0","1","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID165362322"
"QTNQKUWSUFYUBN-UHFFFAOYSA-L","84215-48-5","282-454-1","Disodium 3-[[2-[(dihydroxyarsino)oxy]phenyl]azo]-4,5-dihydroxynaphthalene-2,7-disulphonate","0","0","1","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID170845928|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID135755668|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID101533803"
"QTNXQUUMDZPDRJ-UHFFFAOYSA-N","1812247-20-3","","Hexanoic acid, 2,2,4,4,5,5,6,6,6-nonafluoro-3,3-bis(trifluoromethyl)-","0","0","0","1","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID138396445"
"QTXVAVXCBMYBJW-OAHLLOKOSA-N","5543-58-8","226-908-9","(R)-4-hydroxy-3-(3-oxo-1-phenylbutyl)-2-benzopyrone","1","0","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID54684598"
"QTXVAVXCBMYBJW-UHFFFAOYSA-N","5543-57-7","226-907-3","(S)-4-hydroxy-3-(3-oxo-1-phenylbutyl)-2-benzopyrone","1","0","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID54688261"
"QTYCMDBMOLSEAM-UHFFFAOYSA-N","125225-28-7","603-038-1","ipconazole (ISO)| (1RS,2SR,5RS|1RS,2S­R,5SR)-2-(4-chloro­benzyl)-5-isopropyl-1- (1H-1,2,4-triazol-1-yl­methyl)cyclopentanol","1","0","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID86211"
"QTZURURAKNSDHT-UHFFFAOYSA-K","22605-92-1","245-119-0","citric acid, nickel salt","1","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID14345053"
"QUDWYFHPNIMBFC-UHFFFAOYSA-N","131-17-9","205-016-3","diallyl phthalate","1","0","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID8560"
"QUHOTTJDEPSJRJ-UHFFFAOYSA-L","1326-05-2","215-415-4","2-(2,4,5,7-tetrabromo-3,6-dihydroxyxanthen-9-yl)benzoic acid, lead salt","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID102112"
"QUKRIOLKOHUUBM-UHFFFAOYSA-N","74049-08-4|27905-45-9","","2-Propenoic acid, 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecaf|2-Propenoic acid, 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl ester, homopolymer|3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl acrylate","0","0","0","1","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID119747"
"QUVJQSPCNYDKEI-UHFFFAOYSA-N","900-77-6","212-983-5","Methyl 1,2,5,6-tetrahydro-1-methylnicotinate, mono[(3-acetamido-4-hydroxyphenyl)arsonate]","0","0","1","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID13479"
"QUYWCSYLNAVUQX-UHFFFAOYSA-N","1191-79-3","214-740-9","Barium cadmium tetrastearate","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID20836014"
"QVIDGJRVLOQYJX-UHFFFAOYSA-L","18283-82-4|68025-13-8","242-161-1|268-176-3","citric acid, ammonium nickel salt|Diammonium nickel bis(hydrogen citrate)","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID170843944|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID172101|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID172101"
"QVIDGJRVLOQYJX-UHFFFAOYSA-L","18283-82-4","242-161-1","citric acid, ammonium nickel salt","1","0","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID170843944|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID172101|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID172101"
"QVLAWKAXOMEXPM-UHFFFAOYSA-N","630-20-6","211-135-1","1,1,1,2-Tetrachloroethane","0","0","1","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID12418"
"QWFSMJVKLCAOEB-UHFFFAOYSA-N","61571-06-0","407-330-8","tetrahydrothiopyran-3-carboxaldehyde","1","0","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID11969521"
"QWGLNWHWBCINBS-UHFFFAOYSA-N","11066-49-2","234-284-4","Isononylphenol","0","1","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID67320"
"QWLTXZPSHLRSTG-UHFFFAOYSA-N","63217-32-3","264-026-6","4-(ethylamino)-2-methylbenzenediazonium hexafluoroarsenate","0","0","1","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID113151"
"QWUGXIXRFGEYBD-UHFFFAOYSA-M","107-27-7","203-478-0","Ethylmercury chloride","0","0","0","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID101633771|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID10244589|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID7862"
"QWUZMTJBRUASOW-UHFFFAOYSA-N","303114-50-3","","cadmium zinc telluride","0","0","1","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID133065442"
"QWVCIORZLNBIIC-UHFFFAOYSA-N","96-13-9","202-480-9","2,3-dibromopropan-1-ol|2,3-dibromo-1-propanol","1","1","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID7281"
"QWVLFDHQWRPSQQ-UHFFFAOYSA-N","51912-52-8","257-510-3","Copper, compound with lanthanum and nickel (4:1:1)","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID6452531"
"QWXFQEDOSLXNLW-UHFFFAOYSA-N","39186-68-0","254-338-0","2-carboxyethylbis(2-hydroxyethyl)-3-[(2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluoro-1-oxooctyl)amino]propylammonium hydroxide","0","0","0","1","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID170844354|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID3016053"
"QXBYUPMEYVDXIQ-UHFFFAOYSA-N","57110-29-9","260-566-1","Hexahydro-3-methylphthalic anhydride","0","1","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID92666"
"QXGWABVPNZREIM-UHFFFAOYSA-N","12255-50-4","235-508-3","Tribarium diarsenide","0","0","1","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID92028795"
"QXHBIZHEUOXOAQ-UHFFFAOYSA-N","84852-35-7","284-347-5","(isooctanoato-O)(neodecanoato-O)nickel","1","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID119057734"
"QXJXHTNHQMQWLS-UHFFFAOYSA-N","1187817-57-7","","1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-, compd. With pyrrolidine (1:1)","0","1","0","1","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID165362311"
"QXKXDIKCIPXUPL-UHFFFAOYSA-N","1344-48-5","215-696-3","Mercury(II) sulfide","0","0","0","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID62402"
"QYPPRTNMGCREIM-UHFFFAOYSA-N","124-58-3","204-705-6","Methylarsonic acid","0","0","1","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID8948"
"QYSXJUFSXHHAJI-FVUVGDFOSA-N","67-97-0","200-673-2","Cholecalciferol","0","0","0","0","0","0","0","1","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID5280795"
"QZHDEAJFRJCDMF-UHFFFAOYSA-N","355-46-4","206-587-1","perfluorohexane-1-sulphonic acid","0","1","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID67734"
"QZMPBEHDACBVDY-UHFFFAOYSA-J","51449-18-4","","Nickel, bis[1-[4-(diethylamino)phenyl]-2-phenyl-1,2-ethenedithiolato(2-)-κS1,κS2]-","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID75584522|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID171042"
"QZWHQSRWOYUNFT-UHFFFAOYSA-L","15773-56-5|90388-10-6","239-870-3|291-389-8","Lead dipalmitate|Hexadecanoic acid, lead(2+) salt, basic","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID16704840|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID25021833"
"QZYNWJQFTJXIRN-UHFFFAOYSA-N","634-90-2","211-217-7","benzene, 1,2,3,5-tetrachloro-","0","0","0","0","1","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID12468"
"RAASUWZPTOJQAY-UHFFFAOYSA-N","215-58-7","205-920-8","benzo[b]triphenylene","0","0","0","0","1","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID9164"
"RAGLTCMTCZHYEJ-UHFFFAOYSA-K","13548-43-1","236-923-2","Ammonium chromium bis(sulphate)","0","0","1","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID138397861|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID23505269"
"RAPBNVDSDCTNRC-UHFFFAOYSA-N","510-15-6","208-110-2","benzeneacetic acid, 4-chloro-.alpha.-(4- chlorophenyl)-.alpha.-hydroxy-, ethyl","0","0","0","0","1","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID10522"
"RAXXELZNTBOGNW-UHFFFAOYSA-N","288-32-4","206-019-2","imidazole","1","0","0","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID795"
"RBHNZROBARWZDN-UHFFFAOYSA-L","14923-81-0","238-994-5","Cadmium diicosanoate","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID15178345"
"RCOWLNSSDOITMP-UHFFFAOYSA-L","64681-08-9","265-010-1","(S)-dichloro[2-[[(2,3-dihydroxypropoxy)hydroxyphosphinyl]oxy]triethylmethylammoniumato]cadmium","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID11305256"
"RCTDJXBPXBKJTD-UHFFFAOYSA-L","71720-48-4","275-897-7","ethyl hydrogen sulfate, nickel(II) salt","1","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID56843838"
"RCTYPNKXASFOBE-UHFFFAOYSA-M","7546-30-7","231-430-9","Mercury chloride","0","0","0","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID24182|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID171022"
"RCVKPKVLBNNSMW-UHFFFAOYSA-N","1144512-35-5","","Hexanoic acid, 2,2,3,4,4,5,6,6,6-nonafluoro-3,5-bis(trifluoromethyl)-","0","0","0","1","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID138396467"
"RCWBJBKRDIWPGN-UHFFFAOYSA-M","67763-27-3","267-045-8","(propan-2-ol)[[2,2'-thiobis[4-(1,1,3,3-tetramethylbutyl)phenolato]](2-)-O,O',S]nickel","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID105586"
"RCYWDAZSWKWRIV-UHFFFAOYSA-I","118685-33-9","405-665-4","A mixture of: disodium (6-(4-anisidino)-3-sulfonato-2-(3,5-dinitro-2-oxidophenylazo)-1-naphtholato)(1-(5-chloro-2-oxidophenylazo)-2-naphtholato)chromate(1-)| trisodium bis(6-(4-anisidino)-3-sulfonato-2-(3,5-dinitro-2-oxidophenylazo)-1-naphtholato)chromate","0","0","1","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID129318128"
"RDKNXJWNYJTZCB-UHFFFAOYSA-J","37131-86-5","","Diphosphoric acid, barium cadmium salt (1:1:1)","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID165360412"
"RDQAROAGXMVOKC-UHFFFAOYSA-L","34018-28-5","251-796-3","Lead dibromate","0","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID56842537"
"RDSGSPSSNTWRJB-UHFFFAOYSA-N","12255-08-2","235-503-6","Niobium arsenide","0","0","1","0","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID170843583|http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID83000"
"RDYMFSUJUZBWLH-GDSHQCHSSA-N","959-98-8","625-034-9","alpha-Endosulfan","0","0","0","1","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID6433227"
"RDYMFSUJUZBWLH-UHFFFAOYSA-N","115-29-7","204-079-4","Endosulfan","0","0","0","1","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID3224"
"RDYMFSUJUZBWLH-VQDHCCOSSA-N","33213-65-9","625-635-6","beta-Endosulfan","0","0","0","1","0","0","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID6434141"
"RDZMIMIDOVRADK-UHFFFAOYSA-N","12054-48-7","235-008-5","nickel dihydroxide","1","0","1","0","0","1","0","0","http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID61534"
